locus_tag,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,acc,old_locus_tag,annotation
HVO_RS04895,911.8149030220513,-0.8730027692266775,0.49529895561535897,-0,1,1,WP_004045043.1,HVO_0040,hypothetical protein
HVO_RS04900,15323.480290136515,3.459990838757226,0.33580165622140234,7.325725746674975,2.376092767964801e-13,5.248524914126694e-11,WP_004045044.1,HVO_0041,ornithine carbamoyltransferase
HVO_RS04905,21024.58958166075,3.526932648876899,0.319016315877348,7.921013826291025,2.355817397606877e-15,5.85420623305309e-13,WP_004045045.1,HVO_0042,[LysW]-lysine hydrolase
HVO_RS04910,26071.532960112214,3.5159036627489226,0.31159348568060724,8.074314061006397,6.785701683082628e-16,1.7986633261291019e-13,WP_004045048.1,HVO_0043,acetylornithine/succinylornithine family transaminase
HVO_RS04915,23761.665115554013,3.480784790268345,0.29941352488336026,8.28548006051083,1.1763361851299146e-16,3.597778978520416e-14,WP_004045050.1,HVO_0044,acetylglutamate/acetylaminoadipate kinase
HVO_RS04920,48225.36874249094,3.555270099704626,0.276727821888935,9.233874939868482,2.6101450562883203e-20,1.1531040826447068e-17,WP_004045051.1,HVO_0045,N-acetyl-gamma-glutamyl-phosphate reductase
HVO_RS04925,53935.3174334033,3.540353563313475,0.23162199912522397,10.967669620794785,5.466309995051399e-28,3.6223414233873937e-25,WP_004045055.1,HVO_0046,lysine biosynthesis protein LysX
HVO_RS04930,10042.131217830281,3.167554089350235,0.2835712895279329,7.643771317465206,2.109499300942336e-14,4.933746600321604e-12,WP_004045057.1,HVO_0047,lysine biosynthesis protein LysW
HVO_RS04935,42992.78333743891,0.5665017951091793,0.10581793045236398,0,1,1,WP_004045061.1,HVO_0048,argininosuccinate lyase
HVO_RS04940,46677.98634422628,0.632864908354836,0.08559903166857247,0,1,1,WP_004045062.1,HVO_0049,argininosuccinate synthase
HVO_RS04945,1640.912926495672,-0.09259914835099775,0.15654826985895645,-0,1,1,WP_004045066.1,HVO_0051,cation:proton antiporter
HVO_RS04950,1121.5528207772916,-0.04777657675979711,0.13435436029529435,-0,1,1,WP_004045067.1,HVO_0052,TrkA C-terminal domain-containing protein
HVO_RS04955,2566.6535178806694,-0.30338764522402495,0.3043174625633778,-0,1,1,WP_004045069.1,HVO_0053,hypothetical protein
HVO_RS04960,17147.014620858026,-0.14214745745786037,0.26017090225151335,-0,1,1,WP_004045074.1,HVO_0054,glycine--tRNA ligase
HVO_RS04965,9024.152223336168,-0.06848626089427656,0.2793410704166656,-0,1,1,WP_004045076.1,HVO_0055,CBS domain-containing protein
HVO_RS04970,3174.731669257116,-0.26787151700192013,0.229236024467186,-0,1,1,WP_004045079.1,HVO_0056,hypothetical protein
HVO_RS04975,2489.1607077767267,-0.946406819963065,0.48865475319634516,-0,1,1,WP_004045081.1,HVO_0057,hypothetical protein
HVO_RS04980,11571.27360194028,-0.9420863503805627,0.4941384699750494,-0,1,1,WP_004045083.1,HVO_0058,ATP-binding cassette domain-containing protein
HVO_RS04985,9717.351510427223,-0.8654477060568555,0.4797637855711423,-0,1,1,WP_004045086.1,HVO_0059,ABC transporter ATP-binding protein
HVO_RS04990,14571.525346666105,-0.8642251919247829,0.48665112389281845,-0,1,1,WP_004045088.1,HVO_0060,ABC transporter permease
HVO_RS04995,10819.188934876365,-0.7774567132426967,0.4992107855189468,-0,1,1,WP_004045089.1,HVO_0061,ABC transporter permease
HVO_RS05000,121294.26719025745,-0.6819333125039567,0.4028605868193275,-0,1,1,WP_004045090.1,HVO_0062,ABC transporter substrate-binding protein
HVO_RS20790,904.386198437937,-0.32582735892495496,0.2270699640453251,-0,1,1,WP_004045091.1,HVO_0063,hypothetical protein
HVO_RS05005,2791.9787336771296,-0.2165781193805706,0.08901962843955431,-0,1,1,WP_004045093.1,HVO_0064,DNA-binding protein
HVO_RS05010,14678.161401948328,-0.17287321174416131,0.12211794448829918,-0,1,1,WP_004045095.1,HVO_0065,DNA polymerase II large subunit
HVO_RS05015,272.66400203912514,-0.5827319235264901,0.1543125051487518,-0,1,1,WP_004045104.1,HVO_0066,PQQ-like beta-propeller repeat protein
HVO_RS05020,1664.527517077191,-0.18903997757305518,0.26092860179197186,-0,1,1,WP_004065787.1,HVO_0067,hypothetical protein
HVO_RS05025,881.3446211689351,0.057355107553623295,0.15834642749223535,0,1,1,WP_004045108.1,HVO_0068,ketopantoate reductase family protein
HVO_RS05030,10270.732563000764,0.019944113105899608,0.19365874692571294,0,1,1,WP_004045110.1,HVO_0069,sulfatase
HVO_RS05035,18576.136165766784,-0.15990997604454404,0.13284133416906566,-0,1,1,WP_004045112.1,HVO_0070,NifU family protein
HVO_RS05040,1504.9299945412927,-0.02698071742156071,0.18750092289604367,-0,1,1,WP_004045114.1,HVO_0071,DUF5783 family protein
HVO_RS05045,356.8254059015118,-1.0818492235744206,0.4947239372889617,-0.16544423547190026,0.8685943384983432,1,WP_004045116.1,HVO_0072,hypothetical protein
HVO_RS05050,557.9563759019713,-0.6441332553718551,0.2579615760406929,-0,1,1,WP_004045118.1,HVO_0074,polyphosphate kinase 2
HVO_RS05055,2386.9468990809846,-0.0034720570360281073,0.1792664407373065,-0,1,1,WP_004045120.1,HVO_0073,DHH family phosphoesterase
HVO_RS05060,2403.3226356818072,0.1718975139006827,0.23341232551690708,0,1,1,WP_004045122.1,HVO_0075,MFS transporter
HVO_RS05065,2994.151934681988,0.2542170381518884,0.17466906056980686,0,1,1,WP_004045125.1,HVO_0076,uroporphyrinogen-III synthase
HVO_RS05070,4879.149938605765,0.2563014936791797,0.17314436487628435,0,1,1,WP_004045127.1,HVO_0077,uroporphyrinogen-III C-methyltransferase
HVO_RS05075,6147.544762965494,0.28236278218343697,0.1771812602671739,0,1,1,WP_004045129.1,HVO_0078,hydroxymethylbilane synthase
HVO_RS05080,502.36091836928495,-0.3455638511092262,0.12160905646428298,-0,1,1,WP_004045132.1,HVO_0079,hypothetical protein
HVO_RS05085,496.68714764111803,-0.4064446022669231,0.10848310972140505,-0,1,1,WP_223173859.1,HVO_0080,hypothetical protein
HVO_RS05090,6567.453298271718,-0.07471735879616914,0.08566797965189919,-0,1,1,WP_004045135.1,HVO_0081,"glutamate-1-semialdehyde 2,1-aminomutase"
HVO_RS05095,1780.7691789847263,-0.26753484100268504,0.13081150214763274,-0,1,1,WP_004045137.1,HVO_0082,CPBP family intramembrane metalloprotease
HVO_RS21255,2509.2031733583385,-0.3358975137711551,0.22635211052536316,-0,1,1,WP_004045139.1,HVO_0083,P-II family nitrogen regulator
HVO_RS05105,2158.2050392857363,0.0017935876088612478,0.3926956055000033,0,1,1,WP_013035275.1,HVO_0084,ammonium transporter
HVO_RS05110,772.440916270573,-0.4302188235964345,0.22797939480697985,-0,1,1,WP_004045143.1,HVO_0085,P-II family nitrogen regulator
HVO_RS05115,2668.859602980508,-0.31861226004862175,0.2633440051357274,-0,1,1,WP_004045146.1,HVO_0086,ammonium transporter
HVO_RS05120,4351.655571726403,-0.05544448442632588,0.11017943039204714,-0,1,1,WP_004045148.1,HVO_0087,porphobilinogen synthase
HVO_RS20795,3244.4782039886813,7.319763693576151e-4,0.21780176610032073,0,1,1,WP_004045157.1,HVO_0090,hypothetical protein
HVO_RS05130,2350.8883539117073,0.2685494682686313,0.19550802684036725,0,1,1,WP_004045159.1,HVO_0091,PHP domain-containing protein
HVO_RS05135,1831.9815014650192,-0.07666777973154755,0.8986846434597227,-0,1,1,WP_004045161.1,HVO_0092,hypothetical protein
HVO_RS05140,4986.615031822449,-0.13703321444029595,0.11588314775702166,-0,1,1,WP_004045168.1,HVO_0093,DUF5784 family protein
HVO_RS20800,486.5950995531797,-1.6450643998513457,0.7315424719395568,-0.8817866693933304,0.37789218182356976,1,WP_004045169.1,HVO_0094,DUF5786 family protein
HVO_RS05145,711.420718067253,-0.35623094460582605,0.1624364455313755,-0,1,1,WP_004045170.1,HVO_0095,hypothetical protein
HVO_RS05150,618.6061276733657,-0.30625047328098803,0.31611844349868196,-0,1,1,WP_004045172.1,HVO_0096,NAD(P)H-binding protein
HVO_RS05155,2938.9530464135255,-0.09681112322784804,0.28577467877733653,-0,1,1,WP_004045175.1,HVO_0097,hypothetical protein
HVO_RS05160,1139.238482224618,-0.10271150838027594,0.20746567788974057,-0,1,1,WP_004045177.1,HVO_0098,hypothetical protein
HVO_RS05165,15113.262071666117,-0.19912859593388738,0.10075691303883952,-0,1,1,WP_004045179.1,HVO_0099,ATP-dependent DNA helicase
HVO_RS05170,7331.9327465776205,-0.6857829584752073,0.3311383994564651,-0,1,1,WP_004045182.1,HVO_0099A,UPF0175 family protein
HVO_RS05175,4066.562525102509,0.1950823030525684,0.21511574998662286,0,1,1,WP_004045183.1,HVO_0100,60S ribosomal export protein NMD3
HVO_RS05180,392.80386124249793,-0.5027080944536187,0.2943264169688563,-0,1,1,WP_004045184.1,HVO_0101,phosphoribosyltransferase family protein
HVO_RS05185,4391.5181409701345,-0.07816455410530974,0.09636876995003606,-0,1,1,WP_004045186.1,HVO_0102,zinc metalloprotease HtpX
HVO_RS05190,2787.8032364145874,-0.051595282058026715,0.15738580871903704,-0,1,1,WP_004045188.1,HVO_0103,hypothetical protein
HVO_RS05195,14899.473563883386,0.05429265900594927,0.3033165637390582,0,1,1,WP_004045193.1,HVO_0104,DNA repair and recombination protein RadA
HVO_RS05200,1335.8744480136243,-0.7830812777250408,0.13213694940861462,-0,1,1,WP_004045195.1,HVO_0105,FAD/NAD(P)-binding oxidoreductase
HVO_RS05205,377.0668896856545,-0.7106848151372418,0.19704440130945042,-0,1,1,WP_004045197.1,HVO_0106,DUF1641 domain-containing protein
HVO_RS05210,8589.578433406114,-0.3058407809952004,0.14030807188932448,-0,1,1,WP_004045199.1,HVO_0107,SUF system NifU family Fe-S cluster assembly protein
HVO_RS05215,779.48694857627,-0.1966986290256502,0.19648782003957208,-0,1,1,WP_004045201.1,HVO_0108,mechanosensitive ion channel
HVO_RS05220,12590.904940584387,-0.043163943183939305,0.08610596055389608,-0,1,1,WP_004045203.1,HVO_0109,bifunctional cysteine desulfurase/selenocysteine lyase SufS
HVO_RS05225,1977.6601199522793,-0.41040514254609206,0.16189473715378885,-0,1,1,WP_004045206.1,HVO_0110,PAS domain-containing sensor histidine kinase
HVO_RS05230,3370.5562245273604,0.05647436512033876,0.14794635782873808,0,1,1,WP_004045208.1,HVO_0111,DUF424 family protein
HVO_RS05235,6616.88388443977,0.11146742683761127,0.16192429183884804,0,1,1,WP_004045209.1,HVO_0112,tetratricopeptide repeat protein
HVO_RS05240,532.5392190850131,-0.06804218373009191,0.36447249696151135,-0,1,1,WP_004045211.1,HVO_0113,histidine phosphatase family protein
HVO_RS05245,1088.3742810818155,-0.23281016268123672,0.10607756425553223,-0,1,1,WP_004045212.1,HVO_0114,"RNA 2',3'-cyclic phosphodiesterase"
HVO_RS05250,5711.102332523255,0.14830680912005142,0.35264987805959164,0,1,1,WP_004045214.1,HVO_0115,50S ribosomal protein L39e
HVO_RS05255,16513.711568558498,-0.08581834861661883,0.314045011933576,-0,1,1,WP_004045216.1,HVO_0116,50S ribosomal protein L31e
HVO_RS05260,39820.444293200504,-0.11200399146685687,0.3474070654639642,-0,1,1,WP_004045218.1,HVO_0117,translation initiation factor IF-6
HVO_RS05265,1646.1403660479425,0.1694052648725244,0.19259163561140438,0,1,1,WP_004045220.1,HVO_0118,50S ribosomal protein L18Ae
HVO_RS05270,8663.149073984325,-0.013202627722638808,0.12881972010110393,-0,1,1,WP_004045222.1,HVO_0119,prefoldin subunit alpha
HVO_RS05275,19208.022725238305,-0.07400228764834746,0.14442487976037408,-0,1,1,WP_004045232.1,HVO_0120,signal recognition particle-docking protein FtsY
HVO_RS05280,1127.6266412942578,-0.3012260503908232,0.14305351768938618,-0,1,1,WP_004045233.1,HVO_0121,LysE family translocator
HVO_RS05285,801.6814606145911,-0.23634876590402243,0.181982834765087,-0,1,1,WP_004045234.1,HVO_0122,D-2-hydroxyacid dehydrogenase
HVO_RS05290,12498.049852873753,-0.24079845778826275,0.10221180340694098,-0,1,1,WP_004045235.1,HVO_0123,signal recognition particle protein Srp54
HVO_RS05295,1979.3589957507145,-0.28786242482082175,0.22326815367155736,-0,1,1,WP_004045236.1,HVO_0124,magnesium transporter
HVO_RS05300,492.1381441874586,-0.06455459141090632,0.16103941823555412,-0,1,1,WP_004045237.1,HVO_0125,magnesium transporter
HVO_RS05305,6618.601467633681,0.08445952747102398,0.18163217127709605,0,1,1,WP_004045238.1,HVO_0126,hypothetical protein
HVO_RS05310,2982.967949834344,-0.05680742779012909,0.0953760987090775,-0,1,1,WP_004045239.1,HVO_0127,RNA-binding domain-containing protein
HVO_RS05315,3250.450962558489,-0.02627367878749878,0.09966855220796879,-0,1,1,WP_004045240.1,HVO_0128,AAA family ATPase
HVO_RS05320,678.0343037371521,-0.17289152617381165,0.16422708473336473,-0,1,1,WP_004045241.1,HVO_0129,YccF domain-containing protein
HVO_RS05325,228.5574310614105,0.6497123572115141,0.35405194352846825,0,1,1,NA,HVO_3016,tRNA-Arg
HVO_RS05330,950.2517421336348,-0.44496522485521617,0.1401648049804283,-0,1,1,WP_004045242.1,HVO_0131,hypothetical protein
HVO_RS05335,1331.3856983168203,-0.5285387417947675,0.12165963630710205,-0,1,1,WP_049914910.1,HVO_0131A,hypothetical protein
HVO_RS05340,788.4370262331099,-0.4486055198491363,0.20275514416298765,-0,1,1,WP_004045244.1,HVO_0132,hypothetical protein
HVO_RS05345,88253.23914602863,-0.22925420069880273,0.20953943196337105,-0,1,1,WP_004045245.1,HVO_0133,thermosome subunit alpha
HVO_RS05350,11107.74284225507,0.09176929449133171,0.11629756425887978,0,1,1,WP_004045246.1,HVO_0134,KH domain-containing protein
HVO_RS05355,3684.6880951818675,0.0016807990526894812,0.14749098984328465,0,1,1,WP_004045247.1,HVO_0135,serine/threonine-protein kinase Rio1
HVO_RS05360,5452.908929092515,0.21822899416417343,0.16592307328912972,0,1,1,WP_004045248.1,HVO_0136,translation initiation factor eIF-1A
HVO_RS05365,298.1948047648078,-0.13916263363698525,0.26444943938894266,-0,1,1,WP_004045249.1,HVO_0136A,hypothetical protein
HVO_RS05370,1500.7020294257804,-0.10617670991301958,0.3408695160411523,-0,1,1,WP_004045250.1,HVO_0137,alpha/beta hydrolase
HVO_RS05375,12450.032244600761,0.016995861741836163,0.11673042166567377,0,1,1,WP_004045251.1,HVO_0138,tyrosine--tRNA ligase
HVO_RS05380,1495.6956577688356,-0.1018093337865571,0.2182010507283093,-0,1,1,WP_081442881.1,HVO_0139,ATPase
HVO_RS05385,11595.31008353676,0.02644125836537881,0.20882725576952837,0,1,1,WP_004045253.1,HVO_0140,DUF460 domain-containing protein
HVO_RS05390,86.08363901940386,-0.24825311116302523,0.2475165083163048,-0,1,1,WP_049914913.1,HVO_0141,prohibitin family protein
HVO_RS05395,186.8695793115192,-0.25496997530476545,0.2355486668491863,-0,1,1,WP_004045255.1,HVO_0142,hypothetical protein
HVO_RS05400,3228.6005189472103,-0.19717939577629723,0.09096480196976263,-0,1,1,WP_004045256.1,HVO_0143,PhzF family phenazine biosynthesis protein
HVO_RS05405,1159.8532537487208,0.40623259596193073,0.3241198852140808,0,1,1,WP_004045257.1,HVO_0144,ribonuclease Z
HVO_RS05410,6222.190218289801,-0.0931909261777539,0.32850330813645734,-0,1,1,WP_004045258.1,HVO_0145,AAA family ATPase
HVO_RS05415,3080.4170845214758,-0.1274209238834083,0.3190248772352162,-0,1,1,WP_004045259.1,HVO_0146,protein sorting system archaetidylserine decarboxylase
HVO_RS05420,265.13165604046054,-0.02767658645841729,0.30447545957988315,-0,1,1,WP_004045260.1,HVO_0147,urease subunit beta
HVO_RS05425,751.3578141102194,0.003202907450343845,0.2132392538192371,0,1,1,WP_004045261.1,HVO_0148,urease subunit alpha
HVO_RS05430,131.07499937724222,0.0037395825843181555,0.14277945154014407,0,1,1,WP_004045262.1,HVO_0149,urease subunit gamma
HVO_RS05435,218.75811632207018,-5.500924179012472e-4,0.1289746869672406,-0,1,1,WP_004045263.1,HVO_0150,urease accessory protein UreG
HVO_RS05440,318.8907653930629,0.07677967695393392,0.09725175978397851,0,1,1,WP_004045264.1,HVO_0151,urease accessory protein UreD
HVO_RS05445,264.183023934755,0.11454540281937033,0.11342812434324068,0,1,1,WP_004045265.1,HVO_0152,urease accessory protein UreE
HVO_RS05450,188.29337498468547,0.10120687555486582,0.15023146365688297,0,1,1,WP_004045266.1,HVO_0153,urease accessory protein UreF
HVO_RS05455,615.6445343303812,-0.881687682053389,0.2901984792809468,-0,1,1,WP_004045267.1,HVO_0154,hypothetical protein
HVO_RS05460,883.2252487426864,-0.0955349726465677,0.23763233521401508,-0,1,1,WP_004045268.1,HVO_0155,hypothetical protein
HVO_RS05465,4495.162834334123,0.01740892567796245,0.23219381717623594,0,1,1,WP_004045269.1,HVO_0156,methyltransferase domain-containing protein
HVO_RS05470,248.0417528742638,0.13546831171552784,0.14222082410478157,0,1,1,WP_004045270.1,HVO_0157,DUF5658 family protein
HVO_RS05475,3384.9310497419997,0.333141736043658,0.13311199087351328,0,1,1,WP_004045271.1,HVO_0158,TATA-box-binding protein
HVO_RS05480,1127.6388388345752,0.20960142957634048,0.1588440488368981,0,1,1,WP_004045272.1,HVO_0159,hypothetical protein
HVO_RS05485,1101.886759750809,0.1247721617843075,0.18042346262837344,0,1,1,WP_049914912.1,HVO_0160,type II CAAX endopeptidase family protein
HVO_RS05490,5954.085766399734,-0.01754280214991704,0.06458767221238261,-0,1,1,WP_004045274.1,HVO_0161,ATP phosphoribosyltransferase
HVO_RS05495,2491.62027282692,-0.4295374064568343,0.1673379547218085,-0,1,1,WP_013035625.1,HVO_0162,hypothetical protein
HVO_RS05500,4790.1626408021,-0.5733255919862672,0.13374830596493448,-0,1,1,WP_004045277.1,HVO_0163,winged helix-turn-helix transcriptional regulator
HVO_RS05505,2148.2677918467552,-0.6681008124394359,0.15106519762086115,-0,1,1,WP_004045278.1,HVO_0164,hypothetical protein
HVO_RS05510,4132.979341535035,0.1984188658782296,0.13044626855814703,0,1,1,WP_004045279.1,HVO_0165,amidohydrolase
HVO_RS05515,1266.2717095366454,-0.5338316827831942,0.40214778810952656,-0,1,1,WP_004045280.1,HVO_0166,helix-turn-helix transcriptional regulator
HVO_RS05520,16386.743521469096,-0.09604105900650323,0.18054949123726244,-0,1,1,WP_004045281.1,HVO_0167,adenosylhomocysteinase
HVO_RS05525,693.1110020951542,0.08301509061491899,0.29018603231537493,0,1,1,WP_004045282.1,HVO_0168,SMR family transporter
HVO_RS05530,1391.600125731733,-0.07898037229630923,0.36005895284594136,-0,1,1,WP_049914915.1,HVO_0169,helix-turn-helix domain-containing protein
HVO_RS05535,1554.3994106632128,0.3549468748527159,0.16056684182065276,0,1,1,WP_004045284.1,HVO_0170,Holliday junction resolvase Hjc
HVO_RS05540,5738.212904469438,0.022464348741858105,0.21034507059000734,0,1,1,WP_004045285.1,HVO_0171,SWIM zinc finger domain-containing protein
HVO_RS05545,1703.4234636767815,-0.01405136759451773,0.28709086792825156,-0,1,1,WP_004065604.1,HVO_0172,hypothetical protein
HVO_RS05550,5028.024695015498,0.046879646016617475,0.23942597589745793,0,1,1,WP_013035269.1,HVO_0173,DNA primase
HVO_RS05555,7609.987877242908,0.05757964446319859,0.234889869347957,0,1,1,WP_004045288.1,HVO_0174,hypothetical protein
HVO_RS05560,22920.83159643345,0.06879508872954637,0.20326113549928068,0,1,1,WP_004045289.1,HVO_0175,DNA polymerase sliding clamp
HVO_RS05565,1135.8347328543314,-0.3711598356845917,0.30816718553520944,-0,1,1,WP_004045290.1,HVO_0177,ArsC family transcriptional regulator
HVO_RS05570,521.462846290371,-0.2338115577336502,0.1760358928523219,-0,1,1,WP_004045291.1,HVO_0176,amino acid permease
HVO_RS05575,2614.9564750415,0.14390764257018912,0.18814445045171682,0,1,1,WP_004045293.1,HVO_0179,Lrp/AsnC family transcriptional regulator
HVO_RS05580,7521.834020033155,0.17492807790234546,0.1532538314388986,0,1,1,WP_004045294.1,HVO_0180,23S rRNA (uridine(2552)-2'-O)-methyltransferase
HVO_RS05585,520.5380979617588,0.2318549685007326,0.2335353419383212,0,1,1,WP_004045295.1,HVO_0181,hypothetical protein
HVO_RS20805,239.018135797471,-0.20400093947843687,0.21180156730843067,-0,1,1,WP_004045296.1,HVO_0182,hypothetical protein
HVO_RS05590,1174.3416957563115,0.032793515033840835,0.3264904893029531,0,1,1,WP_004045297.1,HVO_0183,queuosine precursor transporter
HVO_RS05595,368.2126699017625,0.11637244647100177,0.38174129183557887,0,1,1,WP_004045298.1,HVO_0184,ribbon-helix-helix domain-containing protein
HVO_RS05600,12151.059130941083,0.11543626912706076,0.2469105184593894,0,1,1,WP_004045299.1,HVO_0185,Sec-independent protein translocase protein TatCt
HVO_RS05605,8744.498016361164,0.19461594999233822,0.3497304559596821,0,1,1,WP_004045300.1,HVO_0186,Sec-independent protein translocase protein TatCo
HVO_RS05610,877.1575651499694,-0.41564495344006325,0.2820190261146981,-0,1,1,WP_004045301.1,HVO_0187,hypothetical protein
HVO_RS05615,870.2194125382623,-0.15541100347912368,0.2013894722384139,-0,1,1,WP_004045302.1,HVO_0188,SRPBCC domain-containing protein
HVO_RS05620,3038.4511420716694,0.14563666537583678,0.1335303627197532,0,1,1,WP_004045303.1,HVO_0189,histidine phosphatase family protein
HVO_RS05625,5570.1782764494,0.1955195100945271,0.1315728687856775,0,1,1,WP_004045304.1,HVO_0190,ATP-dependent sacrificial sulfur transferase LarE
HVO_RS05630,7260.182187536504,-0.08209531193297766,0.12405451839059282,-0,1,1,WP_004045305.1,HVO_0191,DNA mismatch repair protein MutS
HVO_RS05635,1522.8778490246698,-0.49831928551358134,0.2100268614792946,-0,1,1,WP_004045306.1,HVO_0193,hypothetical protein
HVO_RS05640,2165.630955612608,1.0170934169162373,0.1935978929330484,0.08829340370015659,0.9296434815664367,1,WP_004045307.1,HVO_0192,hypothetical protein
HVO_RS05645,20124.386965133664,-0.16765447881396614,0.22011957790113212,-0,1,1,WP_004045308.1,HVO_0194,ORC1-type DNA replication protein
HVO_RS05650,3757.5528206916147,-0.1723288731286676,0.12476472718561789,-0,1,1,WP_004045309.1,HVO_0195,ribose-5-phosphate isomerase RpiA
HVO_RS05655,24093.898590314016,0.5444457739175169,0.40330001654534664,0,1,1,WP_004045310.1,HVO_0196,DUF1931 family protein
