locus_tag,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,acc,old_locus_tag,annotation
HVO_RS04810,731.343217488945,0.5470459619681376,0.25416662496962006,0,1,1,WP_004045003.1,HVO_0022,thiamine ABC transporter substrate-binding protein
HVO_RS04815,499.14071866377134,-0.6426731967720659,0.2511197985919229,-0,1,1,WP_004045004.1,HVO_0023,AI-2E family transporter
HVO_RS04820,4062.567235259914,-0.7688515112165606,0.2732497415234881,-0,1,1,WP_004045005.1,HVO_0024,rhodanese-like domain-containing protein
HVO_RS04825,20861.19159495116,0.2932008376975381,0.42132443025270755,0,1,1,WP_004045008.1,HVO_0025,sulfurtransferase
HVO_RS04830,1776.2703040244792,-0.5425227820895141,0.41671361729591505,-0,1,1,WP_004045012.1,HVO_0026,TIGR00366 family protein
HVO_RS04835,3568.3588014907573,-0.13659252514918666,0.2182505769637129,-0,1,1,WP_004045014.1,HVO_0027,hypothetical protein
HVO_RS04840,2691.9608013867614,-0.35823781620192185,0.30137120002488377,-0,1,1,WP_004045016.1,HVO_0028,hypothetical protein
HVO_RS04845,7144.013009048419,-0.19252264076780432,0.12425594353558647,-0,1,1,WP_004045019.1,HVO_0029,excinuclease ABC subunit UvrB
HVO_RS04850,1058.6213041481278,0.089948946386776,0.12858318842155864,0,1,1,WP_004045021.1,HVO_0030,NUDIX hydrolase
HVO_RS04855,715.5758216931433,1.0398829211814102,0.36627207519805766,0.10888878481889175,0.9132907021674807,1,WP_004045023.1,HVO_0032,sulfite exporter TauE/SafE family protein
HVO_RS04860,610.5459799372229,0.22248768926413431,0.4859646931926731,0,1,1,WP_004045027.1,HVO_0033,universal stress protein
HVO_RS04865,4272.170488533714,0.19162435346532905,0.38390288748060547,0,1,1,WP_004045032.1,HVO_0034,acyl-CoA thioesterase
HVO_RS04870,8948.844961865798,-1.1337255226681775,0.28396989290648644,-0.4709144384972332,0.6377018368510547,1,WP_004045034.1,HVO_0035,SPFH domain-containing protein
HVO_RS04875,787.0405614668618,-1.176656709572791,0.44245320387142306,-0.3992664264312285,0.6896969024917353,1,WP_004045037.1,HVO_0036,hypothetical protein
HVO_RS04880,4922.589506460657,-1.0497403494375208,0.2676302152556558,-0.1858547600464543,0.8525586602473474,1,WP_004045040.1,HVO_0037,2'-5' RNA ligase family protein
HVO_RS04885,2030.183923183179,-0.36730025301785857,0.22736432342586607,-0,1,1,WP_004045041.1,HVO_0038,cytochrome P450
HVO_RS04890,12022.1555850111,-0.11064030392861633,0.14786224106506463,-0,1,1,WP_004045042.1,HVO_0039,ATP-dependent DNA helicase
HVO_RS04895,911.8149030220513,0.33248780979666215,0.9621276594632562,0,1,1,WP_004045043.1,HVO_0040,hypothetical protein
HVO_RS04900,15323.480290136515,0.06448415708469822,0.399680645645477,0,1,1,WP_004045044.1,HVO_0041,ornithine carbamoyltransferase
HVO_RS04905,21024.58958166075,0.03818972776397341,0.41713224432320184,0,1,1,WP_004045045.1,HVO_0042,[LysW]-lysine hydrolase
HVO_RS04910,26071.532960112214,0.15652605962629165,0.3940076140973836,0,1,1,WP_004045048.1,HVO_0043,acetylornithine/succinylornithine family transaminase
HVO_RS04915,23761.665115554013,0.31338789753035506,0.3856794193157779,0,1,1,WP_004045050.1,HVO_0044,acetylglutamate/acetylaminoadipate kinase
HVO_RS04920,48225.36874249094,0.0738028865124268,0.31826977383373367,0,1,1,WP_004045051.1,HVO_0045,N-acetyl-gamma-glutamyl-phosphate reductase
HVO_RS04925,53935.3174334033,0.05778065911699308,0.2820681072842377,0,1,1,WP_004045055.1,HVO_0046,lysine biosynthesis protein LysX
HVO_RS04930,10042.131217830281,0.495298431712139,0.36253882914069374,0,1,1,WP_004045057.1,HVO_0047,lysine biosynthesis protein LysW
HVO_RS04935,42992.78333743891,0.10440567794377362,0.20812402129539992,0,1,1,WP_004045061.1,HVO_0048,argininosuccinate lyase
HVO_RS04940,46677.98634422628,0.05434197345237285,0.17354459737850003,0,1,1,WP_004045062.1,HVO_0049,argininosuccinate synthase
HVO_RS04945,1640.912926495672,-0.9075518375181257,0.16735080905007482,-0,1,1,WP_004045066.1,HVO_0051,cation:proton antiporter
HVO_RS04950,1121.5528207772916,-0.4421272248881598,0.1962895757706908,-0,1,1,WP_004045067.1,HVO_0052,TrkA C-terminal domain-containing protein
HVO_RS04955,2566.6535178806694,0.7344732802319545,0.23547636099603886,0,1,1,WP_004045069.1,HVO_0053,hypothetical protein
HVO_RS04960,17147.014620858026,0.48830358500975446,0.23229279454232252,0,1,1,WP_004045074.1,HVO_0054,glycine--tRNA ligase
HVO_RS04965,9024.152223336168,0.6388718670185508,0.2268741834977492,0,1,1,WP_004045076.1,HVO_0055,CBS domain-containing protein
HVO_RS04970,3174.731669257116,0.2819650525596523,0.13790048497855928,0,1,1,WP_004045079.1,HVO_0056,hypothetical protein
HVO_RS04975,2489.1607077767267,2.0253386214557416,0.31700324838196303,3.2344735477924575,0.0012186720894958002,0.04177103644685604,WP_004045081.1,HVO_0057,hypothetical protein
HVO_RS04980,11571.27360194028,1.7796544737161142,0.344208837799772,2.2650623345401812,0.02350885458158276,0.4163633021201774,WP_004045083.1,HVO_0058,ATP-binding cassette domain-containing protein
HVO_RS04985,9717.351510427223,1.6863093848335589,0.3382901660343586,2.028759490347862,0.04248279323552062,0.6279241111688848,WP_004045086.1,HVO_0059,ABC transporter ATP-binding protein
HVO_RS04990,14571.525346666105,1.6459747601235,0.3290291780486727,1.96327500179313,0.04961422851798925,0.7095905488759902,WP_004045088.1,HVO_0060,ABC transporter permease
HVO_RS04995,10819.188934876365,1.5868426070944954,0.2779301660678845,2.1114750348875733,0.03473150154180857,0.5415390201185524,WP_004045089.1,HVO_0061,ABC transporter permease
HVO_RS05000,121294.26719025745,0.450212275254013,0.41528015512785077,0,1,1,WP_004045090.1,HVO_0062,ABC transporter substrate-binding protein
HVO_RS20790,904.386198437937,-0.03955442144598427,0.43614107498377513,-0,1,1,WP_004045091.1,HVO_0063,hypothetical protein
HVO_RS05005,2791.9787336771296,-0.03432640363551458,0.14765795246912208,-0,1,1,WP_004045093.1,HVO_0064,DNA-binding protein
HVO_RS05010,14678.161401948328,0.1355647489542283,0.2283384291056033,0,1,1,WP_004045095.1,HVO_0065,DNA polymerase II large subunit
HVO_RS05015,272.66400203912514,0.4177502305673567,0.294148176592847,0,1,1,WP_004045104.1,HVO_0066,PQQ-like beta-propeller repeat protein
HVO_RS05020,1664.527517077191,-0.9114284700357618,0.3197656141596706,-0,1,1,WP_004065787.1,HVO_0067,hypothetical protein
HVO_RS05025,881.3446211689351,-0.6524443208370869,0.2591961423070115,-0,1,1,WP_004045108.1,HVO_0068,ketopantoate reductase family protein
HVO_RS05030,10270.732563000764,0.22187997924469052,0.17045754873438798,0,1,1,WP_004045110.1,HVO_0069,sulfatase
HVO_RS05035,18576.136165766784,-0.15122417698335913,0.25904971301088475,-0,1,1,WP_004045112.1,HVO_0070,NifU family protein
HVO_RS05040,1504.9299945412927,0.057820533377618485,0.3097905794210469,0,1,1,WP_004045114.1,HVO_0071,DUF5783 family protein
HVO_RS05045,356.8254059015118,0.15818877841058746,0.5249018854839561,0,1,1,WP_004045116.1,HVO_0072,hypothetical protein
HVO_RS05050,557.9563759019713,-1.375562622802839,0.3194360462916009,-1.1757052066065279,0.23971269731737868,1,WP_004045118.1,HVO_0074,polyphosphate kinase 2
HVO_RS05055,2386.9468990809846,0.24923442650551317,0.1598065082868402,0,1,1,WP_004045120.1,HVO_0073,DHH family phosphoesterase
HVO_RS05060,2403.3226356818072,0.48170073731758334,0.18807336959110685,0,1,1,WP_004045122.1,HVO_0075,MFS transporter
HVO_RS05065,2994.151934681988,0.2862836933334994,0.1907467301710291,0,1,1,WP_004045125.1,HVO_0076,uroporphyrinogen-III synthase
HVO_RS05070,4879.149938605765,0.3264365606056256,0.16115242539437707,0,1,1,WP_004045127.1,HVO_0077,uroporphyrinogen-III C-methyltransferase
HVO_RS05075,6147.544762965494,0.30755226344312575,0.14129961334677457,0,1,1,WP_004045129.1,HVO_0078,hydroxymethylbilane synthase
HVO_RS05080,502.36091836928495,0.35371375965904023,0.2152752660899739,0,1,1,WP_004045132.1,HVO_0079,hypothetical protein
HVO_RS05085,496.68714764111803,0.3691714878199285,0.21006502345666822,0,1,1,WP_223173859.1,HVO_0080,hypothetical protein
HVO_RS05090,6567.453298271718,-0.13986051707588162,0.14551409549026637,-0,1,1,WP_004045135.1,HVO_0081,"glutamate-1-semialdehyde 2,1-aminomutase"
HVO_RS05095,1780.7691789847263,0.08025685917210125,0.18997487829617513,0,1,1,WP_004045137.1,HVO_0082,CPBP family intramembrane metalloprotease
HVO_RS21255,2509.2031733583385,-0.6907040606053225,0.2470520564375535,-0,1,1,WP_004045139.1,HVO_0083,P-II family nitrogen regulator
HVO_RS05105,2158.2050392857363,-1.9148545913014061,0.4212715170011734,-2.1716507154668565,0.029882018571427093,0.48297116195119566,WP_013035275.1,HVO_0084,ammonium transporter
HVO_RS05110,772.440916270573,-0.9532999409556667,0.4122029185116659,-0,1,1,WP_004045143.1,HVO_0085,P-II family nitrogen regulator
HVO_RS05115,2668.859602980508,-1.4483642586980947,0.4677950452970032,-0.9584630346254055,0.33782932285953216,1,WP_004045146.1,HVO_0086,ammonium transporter
HVO_RS05120,4351.655571726403,-0.36199085859959657,0.18135105142311686,-0,1,1,WP_004045148.1,HVO_0087,porphobilinogen synthase
HVO_RS20795,3244.4782039886813,-0.22431107068082706,0.39511636110915127,-0,1,1,WP_004045157.1,HVO_0090,hypothetical protein
HVO_RS05130,2350.8883539117073,-0.8431755449443463,0.20897048892343775,-0,1,1,WP_004045159.1,HVO_0091,PHP domain-containing protein
HVO_RS05135,1831.9815014650192,-2.5673135088789545,0.609445087603546,-2.5717058694195556,0.010119882783223256,0.21516927243901424,WP_004045161.1,HVO_0092,hypothetical protein
HVO_RS05140,4986.615031822449,-0.23232903266731408,0.16465294522838883,-0,1,1,WP_004045168.1,HVO_0093,DUF5784 family protein
HVO_RS20800,486.5950995531797,-1.6274135454999887,0.7503730078691158,-0.83613554714834,0.4030786525904087,1,WP_004045169.1,HVO_0094,DUF5786 family protein
HVO_RS05145,711.420718067253,-1.0653912567461297,0.21084846969166524,-0.31013389303586,0.7564591391474325,1,WP_004045170.1,HVO_0095,hypothetical protein
HVO_RS05150,618.6061276733657,-1.0920706121994548,0.3491313599569912,-0.2637133834405388,0.7920007820074249,1,WP_004045172.1,HVO_0096,NAD(P)H-binding protein
HVO_RS05155,2938.9530464135255,-0.9962094192000845,0.28161940727745793,-0,1,1,WP_004045175.1,HVO_0097,hypothetical protein
HVO_RS05160,1139.238482224618,0.15798846000596434,0.3039668704160892,0,1,1,WP_004045177.1,HVO_0098,hypothetical protein
HVO_RS05165,15113.262071666117,-0.11676343692647989,0.19463125980350654,-0,1,1,WP_004045179.1,HVO_0099,ATP-dependent DNA helicase
HVO_RS05170,7331.9327465776205,-0.9378691339637762,0.45694184758525025,-0,1,1,WP_004045182.1,HVO_0099A,UPF0175 family protein
HVO_RS05175,4066.562525102509,0.17633797998070003,0.17062742959061192,0,1,1,WP_004045183.1,HVO_0100,60S ribosomal export protein NMD3
HVO_RS05180,392.80386124249793,-0.8320155750299054,0.26857480823738705,-0,1,1,WP_004045184.1,HVO_0101,phosphoribosyltransferase family protein
HVO_RS05185,4391.5181409701345,-0.3781094108545207,0.16488195843453918,-0,1,1,WP_004045186.1,HVO_0102,zinc metalloprotease HtpX
HVO_RS05190,2787.8032364145874,-0.4078146678821606,0.2006340310377921,-0,1,1,WP_004045188.1,HVO_0103,hypothetical protein
HVO_RS05195,14899.473563883386,-0.4608255946534481,0.33636209047908827,-0,1,1,WP_004045193.1,HVO_0104,DNA repair and recombination protein RadA
HVO_RS05200,1335.8744480136243,0.03021249743537953,0.17931092112234417,0,1,1,WP_004045195.1,HVO_0105,FAD/NAD(P)-binding oxidoreductase
HVO_RS05205,377.0668896856545,-0.06967589746787872,0.33046436590021905,-0,1,1,WP_004045197.1,HVO_0106,DUF1641 domain-containing protein
HVO_RS05210,8589.578433406114,0.1827775631100279,0.2470712027030091,0,1,1,WP_004045199.1,HVO_0107,SUF system NifU family Fe-S cluster assembly protein
HVO_RS05215,779.48694857627,-0.4628075919132209,0.33014403273150694,-0,1,1,WP_004045201.1,HVO_0108,mechanosensitive ion channel
HVO_RS05220,12590.904940584387,-0.23313555533842037,0.12378778136578786,-0,1,1,WP_004045203.1,HVO_0109,bifunctional cysteine desulfurase/selenocysteine lyase SufS
HVO_RS05225,1977.6601199522793,-0.3303676034103712,0.17253767510877582,-0,1,1,WP_004045206.1,HVO_0110,PAS domain-containing sensor histidine kinase
HVO_RS05230,3370.5562245273604,-0.23073926941451486,0.14630119225773144,-0,1,1,WP_004045208.1,HVO_0111,DUF424 family protein
HVO_RS05235,6616.88388443977,-0.08051539533943196,0.15306145098780902,-0,1,1,WP_004045209.1,HVO_0112,tetratricopeptide repeat protein
HVO_RS05240,532.5392190850131,0.6579088369984091,0.39124216305737103,0,1,1,WP_004045211.1,HVO_0113,histidine phosphatase family protein
HVO_RS05245,1088.3742810818155,-0.19876624600136086,0.20693452764971948,-0,1,1,WP_004045212.1,HVO_0114,"RNA 2',3'-cyclic phosphodiesterase"
HVO_RS05250,5711.102332523255,1.2165736181004185,0.35033925428907986,0.6181825628986308,0.5364550029574457,1,WP_004045214.1,HVO_0115,50S ribosomal protein L39e
HVO_RS05255,16513.711568558498,0.6629900561798912,0.33949562264664856,0,1,1,WP_004045216.1,HVO_0116,50S ribosomal protein L31e
HVO_RS05260,39820.444293200504,0.6500705191941137,0.3751612640295358,0,1,1,WP_004045218.1,HVO_0117,translation initiation factor IF-6
HVO_RS05265,1646.1403660479425,0.5107205261071325,0.26229509176792265,0,1,1,WP_004045220.1,HVO_0118,50S ribosomal protein L18Ae
HVO_RS05270,8663.149073984325,0.13152024081929414,0.23539135098350317,0,1,1,WP_004045222.1,HVO_0119,prefoldin subunit alpha
HVO_RS05275,19208.022725238305,0.1180304097214436,0.20578692121855507,0,1,1,WP_004045232.1,HVO_0120,signal recognition particle-docking protein FtsY
HVO_RS05280,1127.6266412942578,0.5542900253216803,0.15170039523398754,0,1,1,WP_004045233.1,HVO_0121,LysE family translocator
HVO_RS05285,801.6814606145911,-0.18790822489886827,0.23075478820282974,-0,1,1,WP_004045234.1,HVO_0122,D-2-hydroxyacid dehydrogenase
HVO_RS05290,12498.049852873753,0.05709957790120352,0.13443470496146664,0,1,1,WP_004045235.1,HVO_0123,signal recognition particle protein Srp54
HVO_RS05295,1979.3589957507145,0.29337282075701876,0.13110998429779164,0,1,1,WP_004045236.1,HVO_0124,magnesium transporter
HVO_RS05300,492.1381441874586,0.40042535685469804,0.1704238187085721,0,1,1,WP_004045237.1,HVO_0125,magnesium transporter
HVO_RS05305,6618.601467633681,-0.06942120988853934,0.23062697761663467,-0,1,1,WP_004045238.1,HVO_0126,hypothetical protein
HVO_RS05310,2982.967949834344,-0.06296181092507575,0.16767400042782304,-0,1,1,WP_004045239.1,HVO_0127,RNA-binding domain-containing protein
HVO_RS05315,3250.450962558489,-0.031635445243601984,0.19169797881992928,-0,1,1,WP_004045240.1,HVO_0128,AAA family ATPase
HVO_RS05320,678.0343037371521,-0.3567019052937257,0.24148944541941325,-0,1,1,WP_004045241.1,HVO_0129,YccF domain-containing protein
HVO_RS05325,228.5574310614105,1.3053216471790037,0.5214852173968868,0.5854847596698652,0.5582218112315811,1,NA,HVO_3016,tRNA-Arg
HVO_RS05330,950.2517421336348,0.2847285940103073,0.25285444071922597,0,1,1,WP_004045242.1,HVO_0131,hypothetical protein
HVO_RS05335,1331.3856983168203,0.3426910263836823,0.23458480805721166,0,1,1,WP_049914910.1,HVO_0131A,hypothetical protein
HVO_RS05340,788.4370262331099,-0.8695954011878883,0.34329970443238134,-0,1,1,WP_004045244.1,HVO_0132,hypothetical protein
HVO_RS05345,88253.23914602863,-0.7440235970103407,0.29568213619110695,-0,1,1,WP_004045245.1,HVO_0133,thermosome subunit alpha
HVO_RS05350,11107.74284225507,-0.26524643000400505,0.13181124267491295,-0,1,1,WP_004045246.1,HVO_0134,KH domain-containing protein
HVO_RS05355,3684.6880951818675,-0.5837239584690246,0.11910301885918805,-0,1,1,WP_004045247.1,HVO_0135,serine/threonine-protein kinase Rio1
HVO_RS05360,5452.908929092515,0.28421657999515776,0.27203819993587647,0,1,1,WP_004045248.1,HVO_0136,translation initiation factor eIF-1A
HVO_RS05365,298.1948047648078,1.0130134109808093,0.3088839021643556,0.042130427936270226,0.9663947237130343,1,WP_004045249.1,HVO_0136A,hypothetical protein
HVO_RS05370,1500.7020294257804,0.44407384411799816,0.2261193927826438,0,1,1,WP_004045250.1,HVO_0137,alpha/beta hydrolase
HVO_RS05375,12450.032244600761,0.16765002316355743,0.17479725986463326,0,1,1,WP_004045251.1,HVO_0138,tyrosine--tRNA ligase
HVO_RS05380,1495.6956577688356,0.6262637414583537,0.1550239217639281,0,1,1,WP_081442881.1,HVO_0139,ATPase
HVO_RS05385,11595.31008353676,-0.6873430990619666,0.19924600355914374,-0,1,1,WP_004045253.1,HVO_0140,DUF460 domain-containing protein
HVO_RS05390,86.08363901940386,0.40007281105805936,0.304032874560346,0,1,1,WP_049914913.1,HVO_0141,prohibitin family protein
HVO_RS05395,186.8695793115192,0.3033859677142604,0.4138131146729208,0,1,1,WP_004045255.1,HVO_0142,hypothetical protein
HVO_RS05400,3228.6005189472103,0.1263920733513361,0.16948949810450334,0,1,1,WP_004045256.1,HVO_0143,PhzF family phenazine biosynthesis protein
HVO_RS05405,1159.8532537487208,0.5116903350555401,0.1895719197669269,0,1,1,WP_004045257.1,HVO_0144,ribonuclease Z
HVO_RS05410,6222.190218289801,0.9603731428683538,0.18693238541393942,0,1,1,WP_004045258.1,HVO_0145,AAA family ATPase
HVO_RS05415,3080.4170845214758,1.0127145487800475,0.14921015825408204,0.0852123536950922,0.932092569476017,1,WP_004045259.1,HVO_0146,protein sorting system archaetidylserine decarboxylase
HVO_RS05420,265.13165604046054,0.6516384131331348,0.3464524922475177,0,1,1,WP_004045260.1,HVO_0147,urease subunit beta
HVO_RS05425,751.3578141102194,0.24133411617609565,0.30320988903990864,0,1,1,WP_004045261.1,HVO_0148,urease subunit alpha
HVO_RS05430,131.07499937724222,0.2853589745267466,0.2339670903912918,0,1,1,WP_004045262.1,HVO_0149,urease subunit gamma
HVO_RS05435,218.75811632207018,0.14681232035845238,0.24173619934989551,0,1,1,WP_004045263.1,HVO_0150,urease accessory protein UreG
HVO_RS05440,318.8907653930629,0.15066837536543212,0.1955550750080352,0,1,1,WP_004045264.1,HVO_0151,urease accessory protein UreD
HVO_RS05445,264.183023934755,-0.13429052206353245,0.227146755657592,-0,1,1,WP_004045265.1,HVO_0152,urease accessory protein UreE
HVO_RS05450,188.29337498468547,0.12107548762150952,0.2850882750581931,0,1,1,WP_004045266.1,HVO_0153,urease accessory protein UreF
HVO_RS05455,615.6445343303812,0.8836547816647604,0.44073651528361957,0,1,1,WP_004045267.1,HVO_0154,hypothetical protein
HVO_RS05460,883.2252487426864,0.23124532673273943,0.39673652052848074,0,1,1,WP_004045268.1,HVO_0155,hypothetical protein
HVO_RS05465,4495.162834334123,0.28696978017561575,0.23985046114353287,0,1,1,WP_004045269.1,HVO_0156,methyltransferase domain-containing protein
HVO_RS05470,248.0417528742638,-0.24611623197881594,0.230410803880332,-0,1,1,WP_004045270.1,HVO_0157,DUF5658 family protein
HVO_RS05475,3384.9310497419997,-0.36060277068115976,0.2530958136763823,-0,1,1,WP_004045271.1,HVO_0158,TATA-box-binding protein
HVO_RS05480,1127.6388388345752,0.004527178182159315,0.19328154464020955,0,1,1,WP_004045272.1,HVO_0159,hypothetical protein
HVO_RS05485,1101.886759750809,-0.5829932089358458,0.18889289969639333,-0,1,1,WP_049914912.1,HVO_0160,type II CAAX endopeptidase family protein
HVO_RS05490,5954.085766399734,-0.29104113347262717,0.11253390557854487,-0,1,1,WP_004045274.1,HVO_0161,ATP phosphoribosyltransferase
HVO_RS05495,2491.62027282692,0.3952791967559814,0.3007767446141622,0,1,1,WP_013035625.1,HVO_0162,hypothetical protein
HVO_RS05500,4790.1626408021,0.4139636326356714,0.26627464335957435,0,1,1,WP_004045277.1,HVO_0163,winged helix-turn-helix transcriptional regulator
HVO_RS05505,2148.2677918467552,0.57718603918804,0.29006328543988913,0,1,1,WP_004045278.1,HVO_0164,hypothetical protein
HVO_RS05510,4132.979341535035,0.47773042282676326,0.2002993799541239,0,1,1,WP_004045279.1,HVO_0165,amidohydrolase
HVO_RS05515,1266.2717095366454,-0.9552369350668732,0.4034426923677622,-0,1,1,WP_004045280.1,HVO_0166,helix-turn-helix transcriptional regulator
HVO_RS05520,16386.743521469096,0.47491284410720347,0.2964837280816826,0,1,1,WP_004045281.1,HVO_0167,adenosylhomocysteinase
HVO_RS05525,693.1110020951542,0.04119426013599486,0.5231103661378914,0,1,1,WP_004045282.1,HVO_0168,SMR family transporter
HVO_RS05530,1391.600125731733,1.362184080506207,0.22755079717937518,1.5916625430263922,0.11146054890647718,1,WP_049914915.1,HVO_0169,helix-turn-helix domain-containing protein
HVO_RS05535,1554.3994106632128,-0.03376310245374776,0.2987720885157584,-0,1,1,WP_004045284.1,HVO_0170,Holliday junction resolvase Hjc
HVO_RS05540,5738.212904469438,-0.42651039370749744,0.24527189052182,-0,1,1,WP_004045285.1,HVO_0171,SWIM zinc finger domain-containing protein
HVO_RS05545,1703.4234636767815,0.9493407184396188,0.2213405643288816,0,1,1,WP_004065604.1,HVO_0172,hypothetical protein
HVO_RS05550,5028.024695015498,0.9776764503772968,0.18806014885543235,0,1,1,WP_013035269.1,HVO_0173,DNA primase
HVO_RS05555,7609.987877242908,0.5792730221080855,0.29712347123446503,0,1,1,WP_004045288.1,HVO_0174,hypothetical protein
HVO_RS05560,22920.83159643345,0.3872958316814523,0.23709187488127167,0,1,1,WP_004045289.1,HVO_0175,DNA polymerase sliding clamp
HVO_RS05565,1135.8347328543314,0.7088885090171567,0.3324236937700947,0,1,1,WP_004045290.1,HVO_0177,ArsC family transcriptional regulator
HVO_RS05570,521.462846290371,0.1949491458447359,0.2560949204448722,0,1,1,WP_004045291.1,HVO_0176,amino acid permease
HVO_RS05575,2614.9564750415,-0.2750810752629916,0.2637829752285381,-0,1,1,WP_004045293.1,HVO_0179,Lrp/AsnC family transcriptional regulator
HVO_RS05580,7521.834020033155,0.29161976613693563,0.13889791175630023,0,1,1,WP_004045294.1,HVO_0180,23S rRNA (uridine(2552)-2'-O)-methyltransferase
HVO_RS05585,520.5380979617588,0.386114552648809,0.28030371197137355,0,1,1,WP_004045295.1,HVO_0181,hypothetical protein
HVO_RS20805,239.018135797471,0.9884173251154236,0.24003061332664627,0,1,1,WP_004045296.1,HVO_0182,hypothetical protein
HVO_RS05590,1174.3416957563115,0.8222542813083743,0.20179208616309938,0,1,1,WP_004045297.1,HVO_0183,queuosine precursor transporter
HVO_RS05595,368.2126699017625,1.182312346920755,0.21933684172621523,0.8311980125451264,0.40586177739275214,1,WP_004045298.1,HVO_0184,ribbon-helix-helix domain-containing protein
HVO_RS05600,12151.059130941083,0.6316920891777504,0.191284779926102,0,1,1,WP_004045299.1,HVO_0185,Sec-independent protein translocase protein TatCt
HVO_RS05605,8744.498016361164,0.7304037591358653,0.27561476234377474,0,1,1,WP_004045300.1,HVO_0186,Sec-independent protein translocase protein TatCo
HVO_RS05610,877.1575651499694,1.633559567238179,0.2952300342714781,2.145986158900049,0.031874082991578095,0.503953764824968,WP_004045301.1,HVO_0187,hypothetical protein
HVO_RS05615,870.2194125382623,-0.33564847652609364,0.39462479253814353,-0,1,1,WP_004045302.1,HVO_0188,SRPBCC domain-containing protein
HVO_RS05620,3038.4511420716694,-0.518210407547305,0.22826666963686223,-0,1,1,WP_004045303.1,HVO_0189,histidine phosphatase family protein
HVO_RS05625,5570.1782764494,-0.283406159003892,0.1765428069638329,-0,1,1,WP_004045304.1,HVO_0190,ATP-dependent sacrificial sulfur transferase LarE
HVO_RS05630,7260.182187536504,-0.33977100834603396,0.1845304240100752,-0,1,1,WP_004045305.1,HVO_0191,DNA mismatch repair protein MutS
HVO_RS05635,1522.8778490246698,0.4041286642613717,0.3189775696480577,0,1,1,WP_004045306.1,HVO_0193,hypothetical protein
HVO_RS05640,2165.630955612608,-1.1643713713868364,0.2266133144358651,-0.7253385433068009,0.4682443655861322,1,WP_004045307.1,HVO_0192,hypothetical protein
HVO_RS05645,20124.386965133664,-0.4747157044950167,0.17118936162953985,-0,1,1,WP_004045308.1,HVO_0194,ORC1-type DNA replication protein
