locus_tag,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,acc,old_locus_tag,annotation
HVO_RS04785,6977.684828358561,-0.02757859867561334,0.1728078843612966,-0,1,1,WP_004044979.1,HVO_0017,hypothetical protein
HVO_RS04790,1424.9702346268625,0.47730487557166185,0.2121214452696268,0,1,1,WP_004044988.1,HVO_0018,DUF2391 family protein
HVO_RS04795,4481.155294507719,0.35565589154690813,0.18737694044920353,0,1,1,WP_004044996.1,HVO_0019,class I SAM-dependent methyltransferase
HVO_RS04800,3339.2804731640203,-0.170606891701351,0.2300779244675122,-0,1,1,WP_004045000.1,HVO_0020,ABC transporter ATP-binding protein
HVO_RS04805,2760.094501445551,0.8730055821355359,0.3250984337594058,0,1,1,WP_004045002.1,HVO_0021,iron ABC transporter permease
HVO_RS04810,731.343217488945,0.4139024568617904,0.2306662389340231,0,1,1,WP_004045003.1,HVO_0022,thiamine ABC transporter substrate-binding protein
HVO_RS04815,499.14071866377134,-0.5044630841494046,0.2201311718106054,-0,1,1,WP_004045004.1,HVO_0023,AI-2E family transporter
HVO_RS04820,4062.567235259914,-1.0852363344804041,0.24758622907298758,-0.344269286702843,0.7306437798032912,1,WP_004045005.1,HVO_0024,rhodanese-like domain-containing protein
HVO_RS04825,20861.19159495116,-0.14405325965387386,0.38112528173929927,-0,1,1,WP_004045008.1,HVO_0025,sulfurtransferase
HVO_RS04830,1776.2703040244792,1.2859111375897996,0.37540039793675123,0.7616165011044311,0.4462889234465523,1,WP_004045012.1,HVO_0026,TIGR00366 family protein
HVO_RS04835,3568.3588014907573,0.48147819656922897,0.19758470280638593,0,1,1,WP_004045014.1,HVO_0027,hypothetical protein
HVO_RS04840,2691.9608013867614,-0.18837263809050303,0.2727562325753502,-0,1,1,WP_004045016.1,HVO_0028,hypothetical protein
HVO_RS04845,7144.013009048419,0.6218166864084016,0.11282657981856566,0,1,1,WP_004045019.1,HVO_0029,excinuclease ABC subunit UvrB
HVO_RS04850,1058.6213041481278,1.1148621977796562,0.11888841576454308,0.9661344803108427,0.33397689292912824,1,WP_004045021.1,HVO_0030,NUDIX hydrolase
HVO_RS04855,715.5758216931433,1.0228050230940973,0.3317295525274845,0.06874582900541495,0.945191938196074,1,WP_004045023.1,HVO_0032,sulfite exporter TauE/SafE family protein
HVO_RS04860,610.5459799372229,0.08320134854113775,0.4381530311281605,0,1,1,WP_004045027.1,HVO_0033,universal stress protein
HVO_RS04865,4272.170488533714,-1.065956807669156,0.347795293504108,-0.18964261133216528,0.8495891940612161,1,WP_004045032.1,HVO_0034,acyl-CoA thioesterase
HVO_RS04870,8948.844961865798,-1.2999332374739776,0.256900821067147,-1.167505951238603,0.2430061063758862,1,WP_004045034.1,HVO_0035,SPFH domain-containing protein
HVO_RS04875,787.0405614668618,-1.0647259290746254,0.4000093256697856,-0.16181105019550898,0.871454650926414,1,WP_004045037.1,HVO_0036,hypothetical protein
HVO_RS04880,4922.589506460657,-0.8274247693495608,0.242032302637459,-0,1,1,WP_004045040.1,HVO_0037,2'-5' RNA ligase family protein
HVO_RS04885,2030.183923183179,-0.6627187683483658,0.20524867130154786,-0,1,1,WP_004045041.1,HVO_0038,cytochrome P450
HVO_RS04890,12022.1555850111,-0.7037952498984729,0.1337860596310797,-0,1,1,WP_004045042.1,HVO_0039,ATP-dependent DNA helicase
HVO_RS04895,911.8149030220513,0.5668606048676096,0.8654806121797544,0,1,1,WP_004045043.1,HVO_0040,hypothetical protein
HVO_RS04900,15323.480290136515,1.2395072833960534,0.3622279257671721,0.661206015214853,0.5084802042038208,1,WP_004045044.1,HVO_0041,ornithine carbamoyltransferase
HVO_RS04905,21024.58958166075,1.1350327289905129,0.3777983736172393,0.35742009076862585,0.7207773384851955,1,WP_004045045.1,HVO_0042,[LysW]-lysine hydrolase
HVO_RS04910,26071.532960112214,1.1351280506769195,0.356820409802198,0.37870045256611634,0.7049103172513517,1,WP_004045048.1,HVO_0043,acetylornithine/succinylornithine family transaminase
HVO_RS04915,23761.665115554013,1.1798492783398575,0.3493044774564849,0.514878250772673,0.6066380999124519,1,WP_004045050.1,HVO_0044,acetylglutamate/acetylaminoadipate kinase
HVO_RS04920,48225.36874249094,1.2581936384869643,0.28817569316618596,0.895959113172215,0.3702746006921716,1,WP_004045051.1,HVO_0045,N-acetyl-gamma-glutamyl-phosphate reductase
HVO_RS04925,53935.3174334033,0.7920100031310069,0.2553826393263983,0,1,1,WP_004045055.1,HVO_0046,lysine biosynthesis protein LysX
HVO_RS04930,10042.131217830281,0.8467184831757878,0.32886064400479675,0,1,1,WP_004045057.1,HVO_0047,lysine biosynthesis protein LysW
HVO_RS04935,42992.78333743891,0.3431447637717225,0.18836096019780865,0,1,1,WP_004045061.1,HVO_0048,argininosuccinate lyase
HVO_RS04940,46677.98634422628,0.1782754160002207,0.15707364991580441,0,1,1,WP_004045062.1,HVO_0049,argininosuccinate synthase
HVO_RS04945,1640.912926495672,-0.41908259399702635,0.15251336808176053,-0,1,1,WP_004045066.1,HVO_0051,cation:proton antiporter
HVO_RS04950,1121.5528207772916,-0.664162581913021,0.17941322919919192,-0,1,1,WP_004045067.1,HVO_0052,TrkA C-terminal domain-containing protein
HVO_RS04955,2566.6535178806694,1.1541848367104512,0.21322436511832205,0.7231107787559423,0.4696118276426616,1,WP_004045069.1,HVO_0053,hypothetical protein
HVO_RS04960,17147.014620858026,0.8620788154530562,0.21020605488106867,0,1,1,WP_004045074.1,HVO_0054,glycine--tRNA ligase
HVO_RS04965,9024.152223336168,0.9473879648802105,0.20538653813221194,0,1,1,WP_004045076.1,HVO_0055,CBS domain-containing protein
HVO_RS04970,3174.731669257116,0.4657912633160826,0.12540733830700918,0,1,1,WP_004045079.1,HVO_0056,hypothetical protein
HVO_RS04975,2489.1607077767267,3.4399538294511527,0.2884837497277452,8.457855361883796,2.7233960779309522e-17,1.2031358673170517e-14,WP_004045081.1,HVO_0057,hypothetical protein
HVO_RS04980,11571.27360194028,3.4735274882562392,0.3118516858959792,7.931743197570223,2.160909253779503e-15,6.609057840790235e-13,WP_004045083.1,HVO_0058,ATP-binding cassette domain-containing protein
HVO_RS04985,9717.351510427223,3.2750014641724263,0.3066111719454029,7.419825734782839,1.1727453478879027e-13,2.454123949053843e-11,WP_004045086.1,HVO_0059,ABC transporter ATP-binding protein
HVO_RS04990,14571.525346666105,3.152178600345234,0.29808478043875297,7.220021757492711,5.197925706843738e-13,8.985631569743784e-11,WP_004045088.1,HVO_0060,ABC transporter permease
HVO_RS04995,10819.188934876365,2.99457179976599,0.25203512467057015,7.913864396373533,2.4952007399324016e-15,7.08637010140802e-13,WP_004045089.1,HVO_0061,ABC transporter permease
HVO_RS05000,121294.26719025745,2.4253988517762624,0.3756843897473433,3.7941391515758136,1.48156573096491e-4,0.0028185193044576473,WP_004045090.1,HVO_0062,ABC transporter substrate-binding protein
HVO_RS20790,904.386198437937,-0.24768198943070072,0.3950324952538809,-0,1,1,WP_004045091.1,HVO_0063,hypothetical protein
HVO_RS05005,2791.9787336771296,-0.5061422984374443,0.134145108425962,-0,1,1,WP_004045093.1,HVO_0064,DNA-binding protein
HVO_RS05010,14678.161401948328,0.41955389940322585,0.20658112064297202,0,1,1,WP_004045095.1,HVO_0065,DNA polymerase II large subunit
HVO_RS05015,272.66400203912514,0.6309351986334892,0.2640835932249774,0,1,1,WP_004045104.1,HVO_0066,PQQ-like beta-propeller repeat protein
HVO_RS05020,1664.527517077191,-0.35333644925914814,0.2896720007565736,-0,1,1,WP_004065787.1,HVO_0067,hypothetical protein
HVO_RS05025,881.3446211689351,-0.022866963985911967,0.23521742983595068,-0,1,1,WP_004045108.1,HVO_0068,ketopantoate reductase family protein
HVO_RS05030,10270.732563000764,0.5085804611960977,0.1544566071064091,0,1,1,WP_004045110.1,HVO_0069,sulfatase
HVO_RS05035,18576.136165766784,0.1930215135182955,0.23436563566709678,0,1,1,WP_004045112.1,HVO_0070,NifU family protein
HVO_RS05040,1504.9299945412927,0.6427014070411977,0.2806336793099772,0,1,1,WP_004045114.1,HVO_0071,DUF5783 family protein
HVO_RS05045,356.8254059015118,-0.8189436237758788,0.4748107489532518,-0,1,1,WP_004045116.1,HVO_0072,hypothetical protein
HVO_RS05050,557.9563759019713,-0.1437890173126316,0.2900666969372571,-0,1,1,WP_004045118.1,HVO_0074,polyphosphate kinase 2
HVO_RS05055,2386.9468990809846,-0.05037807955093831,0.14479720450146236,-0,1,1,WP_004045120.1,HVO_0073,DHH family phosphoesterase
HVO_RS05060,2403.3226356818072,0.6826281190203817,0.171069243686921,0,1,1,WP_004045122.1,HVO_0075,MFS transporter
HVO_RS05065,2994.151934681988,0.22316689131127126,0.17330193146389514,0,1,1,WP_004045125.1,HVO_0076,uroporphyrinogen-III synthase
HVO_RS05070,4879.149938605765,0.19786717242560095,0.1462062835447007,0,1,1,WP_004045127.1,HVO_0077,uroporphyrinogen-III C-methyltransferase
HVO_RS05075,6147.544762965494,0.11167146612872327,0.12832397810697535,0,1,1,WP_004045129.1,HVO_0078,hydroxymethylbilane synthase
HVO_RS05080,502.36091836928495,0.4033437916045796,0.1921929716965434,0,1,1,WP_004045132.1,HVO_0079,hypothetical protein
HVO_RS05085,496.68714764111803,0.22418344241185081,0.18647344844246996,0,1,1,WP_223173859.1,HVO_0080,hypothetical protein
HVO_RS05090,6567.453298271718,0.11161485497406737,0.1318942544377391,0,1,1,WP_004045135.1,HVO_0081,"glutamate-1-semialdehyde 2,1-aminomutase"
HVO_RS05095,1780.7691789847263,-0.1410717426046406,0.17248486044519526,-0,1,1,WP_004045137.1,HVO_0082,CPBP family intramembrane metalloprotease
HVO_RS21255,2509.2031733583385,0.2783343609811453,0.223896077664013,0,1,1,WP_004045139.1,HVO_0083,P-II family nitrogen regulator
HVO_RS05105,2158.2050392857363,-0.6023219206456757,0.38231023576027867,-0,1,1,WP_013035275.1,HVO_0084,ammonium transporter
HVO_RS05110,772.440916270573,-0.3525040725385218,0.3733250473633296,-0,1,1,WP_004045143.1,HVO_0085,P-II family nitrogen regulator
HVO_RS05115,2668.859602980508,-0.40069119120149294,0.4236978185841321,-0,1,1,WP_004045146.1,HVO_0086,ammonium transporter
HVO_RS05120,4351.655571726403,-0.14581609170833928,0.16450915426977977,-0,1,1,WP_004045148.1,HVO_0087,porphobilinogen synthase
HVO_RS20795,3244.4782039886813,-0.8120049215547235,0.35742767718026874,-0,1,1,WP_004045157.1,HVO_0090,hypothetical protein
HVO_RS05130,2350.8883539117073,-0.6865053777285561,0.18975746803658536,-0,1,1,WP_004045159.1,HVO_0091,PHP domain-containing protein
HVO_RS05135,1831.9815014650192,-0.424611623050364,0.5459883383765815,-0,1,1,WP_004045161.1,HVO_0092,hypothetical protein
HVO_RS05140,4986.615031822449,-0.5404936740772832,0.14905677809852408,-0,1,1,WP_004045168.1,HVO_0093,DUF5784 family protein
HVO_RS20800,486.5950995531797,0.023573292254923765,0.6787918657730998,0,1,1,WP_004045169.1,HVO_0094,DUF5786 family protein
HVO_RS05145,711.420718067253,-0.6273796305305308,0.1918616407369942,-0,1,1,WP_004045170.1,HVO_0095,hypothetical protein
HVO_RS05150,618.6061276733657,-0.6410766985153243,0.31801752339186257,-0,1,1,WP_004045172.1,HVO_0096,NAD(P)H-binding protein
HVO_RS05155,2938.9530464135255,-1.441906758833078,0.25492117000250736,-1.733503572216978,0.08300620312766485,0.6066776905066092,WP_004045175.1,HVO_0097,hypothetical protein
HVO_RS05160,1139.238482224618,0.4868864046357264,0.27509574597557773,0,1,1,WP_004045177.1,HVO_0098,hypothetical protein
HVO_RS05165,15113.262071666117,-0.05842626054318666,0.17614374340773303,-0,1,1,WP_004045179.1,HVO_0099,ATP-dependent DNA helicase
HVO_RS05170,7331.9327465776205,0.7182047730817556,0.4136285002614991,0,1,1,WP_004045182.1,HVO_0099A,UPF0175 family protein
HVO_RS05175,4066.562525102509,0.38240320125977983,0.15471309442689393,0,1,1,WP_004045183.1,HVO_0100,60S ribosomal export protein NMD3
HVO_RS05180,392.80386124249793,-1.1695178355378177,0.2404465409275571,-0.7050125773649241,0.4808024090756007,1,WP_004045184.1,HVO_0101,phosphoribosyltransferase family protein
HVO_RS05185,4391.5181409701345,0.1595161101527466,0.1496442614392021,0,1,1,WP_004045186.1,HVO_0102,zinc metalloprotease HtpX
HVO_RS05190,2787.8032364145874,0.722252971888359,0.18205948455446253,0,1,1,WP_004045188.1,HVO_0103,hypothetical protein
HVO_RS05195,14899.473563883386,-1.0259642852607773,0.30429608053994234,-0.08532573017275262,0.9320024364015187,1,WP_004045193.1,HVO_0104,DNA repair and recombination protein RadA
HVO_RS05200,1335.8744480136243,-0.4561236292545098,0.16208947020354333,-0,1,1,WP_004045195.1,HVO_0105,FAD/NAD(P)-binding oxidoreductase
HVO_RS05205,377.0668896856545,0.047857114525043036,0.294423915354592,0,1,1,WP_004045197.1,HVO_0106,DUF1641 domain-containing protein
HVO_RS05210,8589.578433406114,-0.5984864099106052,0.2235397603657211,-0,1,1,WP_004045199.1,HVO_0107,SUF system NifU family Fe-S cluster assembly protein
HVO_RS05215,779.48694857627,-1.0577265897734796,0.299243955284958,-0.19290812313488118,0.8470309231858694,1,WP_004045201.1,HVO_0108,mechanosensitive ion channel
HVO_RS05220,12590.904940584387,0.040640034431816394,0.11211426736637507,0,1,1,WP_004045203.1,HVO_0109,bifunctional cysteine desulfurase/selenocysteine lyase SufS
HVO_RS05225,1977.6601199522793,0.4163892850108638,0.15597736017917566,0,1,1,WP_004045206.1,HVO_0110,PAS domain-containing sensor histidine kinase
HVO_RS05230,3370.5562245273604,0.40722150788994244,0.13306053112158114,0,1,1,WP_004045208.1,HVO_0111,DUF424 family protein
HVO_RS05235,6616.88388443977,0.5543871410485002,0.1390218025147286,0,1,1,WP_004045209.1,HVO_0112,tetratricopeptide repeat protein
HVO_RS05240,532.5392190850131,0.6926525638173763,0.35397081635321104,0,1,1,WP_004045211.1,HVO_0113,histidine phosphatase family protein
HVO_RS05245,1088.3742810818155,-0.1328369641111345,0.1880719580525054,-0,1,1,WP_004045212.1,HVO_0114,"RNA 2',3'-cyclic phosphodiesterase"
HVO_RS05250,5711.102332523255,1.5849433953930132,0.3173946833537023,1.8429527212374777,0.06533591371045486,0.5017396795990122,WP_004045214.1,HVO_0115,50S ribosomal protein L39e
HVO_RS05255,16513.711568558498,1.2797301604890339,0.30715525320490217,0.9107126040342435,0.3624468213146656,1,WP_004045216.1,HVO_0116,50S ribosomal protein L31e
HVO_RS05260,39820.444293200504,1.629374309262601,0.33941397448605637,1.8542969841345074,0.0636966833629976,0.49083718749562905,WP_004045218.1,HVO_0117,translation initiation factor IF-6
HVO_RS05265,1646.1403660479425,0.4861491294516149,0.23789152277480233,0,1,1,WP_004045220.1,HVO_0118,50S ribosomal protein L18Ae
HVO_RS05270,8663.149073984325,0.1515434774533085,0.21299799361611305,0,1,1,WP_004045222.1,HVO_0119,prefoldin subunit alpha
HVO_RS05275,19208.022725238305,0.23490618997324406,0.18623485862669437,0,1,1,WP_004045232.1,HVO_0120,signal recognition particle-docking protein FtsY
HVO_RS05280,1127.6266412942578,0.6691389442176754,0.13694723221512753,0,1,1,WP_004045233.1,HVO_0121,LysE family translocator
HVO_RS05285,801.6814606145911,-0.03427564161268553,0.2079626644050655,-0,1,1,WP_004045234.1,HVO_0122,D-2-hydroxyacid dehydrogenase
HVO_RS05290,12498.049852873753,0.5189954468367305,0.12172947881457961,0,1,1,WP_004045235.1,HVO_0123,signal recognition particle protein Srp54
HVO_RS05295,1979.3589957507145,0.9313028202607974,0.12060205987554509,0,1,1,WP_004045236.1,HVO_0124,magnesium transporter
HVO_RS05300,492.1381441874586,0.9669007820017985,0.16030677278168426,0,1,1,WP_004045237.1,HVO_0125,magnesium transporter
HVO_RS05305,6618.601467633681,0.06210767136737452,0.20901611174339793,0,1,1,WP_004045238.1,HVO_0126,hypothetical protein
HVO_RS05310,2982.967949834344,0.3158981726978722,0.15242915146189248,0,1,1,WP_004045239.1,HVO_0127,RNA-binding domain-containing protein
HVO_RS05315,3250.450962558489,0.12478456460705506,0.17403404791343766,0,1,1,WP_004045240.1,HVO_0128,AAA family ATPase
HVO_RS05320,678.0343037371521,-0.03429396407251017,0.21964402301646965,-0,1,1,WP_004045241.1,HVO_0129,YccF domain-containing protein
HVO_RS05325,228.5574310614105,0.25690741306461007,0.4745395660401627,0,1,1,NA,HVO_3016,tRNA-Arg
HVO_RS05330,950.2517421336348,-0.11513305258796629,0.22949178547779175,-0,1,1,WP_004045242.1,HVO_0131,hypothetical protein
HVO_RS05335,1331.3856983168203,-0.06326114055443646,0.21191791200619203,-0,1,1,WP_049914910.1,HVO_0131A,hypothetical protein
HVO_RS05340,788.4370262331099,-0.2739529643141135,0.3111178656196634,-0,1,1,WP_004045244.1,HVO_0132,hypothetical protein
HVO_RS05345,88253.23914602863,0.8155789508865998,0.26749067860514303,0,1,1,WP_004045245.1,HVO_0133,thermosome subunit alpha
HVO_RS05350,11107.74284225507,-0.5177770229192618,0.11939386144287363,-0,1,1,WP_004045246.1,HVO_0134,KH domain-containing protein
HVO_RS05355,3684.6880951818675,-1.2096762628246247,0.1083440205677175,-1.9352822770092073,0.05295566597464637,0.42669330838845304,WP_004045247.1,HVO_0135,serine/threonine-protein kinase Rio1
HVO_RS05360,5452.908929092515,0.3722774553368009,0.24626507905832645,0,1,1,WP_004045248.1,HVO_0136,translation initiation factor eIF-1A
HVO_RS05365,298.1948047648078,1.1791017797022285,0.2852756245704459,0.6278201299950222,0.5301217776008587,1,WP_004045249.1,HVO_0136A,hypothetical protein
HVO_RS05370,1500.7020294257804,0.3812258984563439,0.20556710467110262,0,1,1,WP_004045250.1,HVO_0137,alpha/beta hydrolase
HVO_RS05375,12450.032244600761,-0.23616631530943066,0.15816483612394608,-0,1,1,WP_004045251.1,HVO_0138,tyrosine--tRNA ligase
HVO_RS05380,1495.6956577688356,0.6031493759607339,0.14060064644031287,0,1,1,WP_081442881.1,HVO_0139,ATPase
HVO_RS05385,11595.31008353676,-0.9825150074860853,0.18037340483332526,-0,1,1,WP_004045253.1,HVO_0140,DUF460 domain-containing protein
HVO_RS05390,86.08363901940386,0.2779835766655202,0.2553680242531027,0,1,1,WP_049914913.1,HVO_0141,prohibitin family protein
HVO_RS05395,186.8695793115192,-0.4562056533523156,0.3237175801217135,-0,1,1,WP_004045255.1,HVO_0142,hypothetical protein
HVO_RS05400,3228.6005189472103,-0.10744583554913445,0.15338589506783895,-0,1,1,WP_004045256.1,HVO_0143,PhzF family phenazine biosynthesis protein
HVO_RS05405,1159.8532537487208,-0.32061907533191125,0.17210458762430356,-0,1,1,WP_004045257.1,HVO_0144,ribonuclease Z
HVO_RS05410,6222.190218289801,1.5613536833593331,0.1696896453810239,3.308119844901911,9.392460638683337e-4,0.014039256954663515,WP_004045258.1,HVO_0145,AAA family ATPase
HVO_RS05415,3080.4170845214758,1.5424510138167367,0.13619603238418765,3.982869429606932,6.808816759616286e-5,0.0014476928040767034,WP_004045259.1,HVO_0146,protein sorting system archaetidylserine decarboxylase
HVO_RS05420,265.13165604046054,0.784980210854231,0.32041860178526455,0,1,1,WP_004045260.1,HVO_0147,urease subunit beta
HVO_RS05425,751.3578141102194,0.437210493751917,0.2764377819336168,0,1,1,WP_004045261.1,HVO_0148,urease subunit alpha
HVO_RS05430,131.07499937724222,0.456345503498497,0.21849223850278635,0,1,1,WP_004045262.1,HVO_0149,urease subunit gamma
HVO_RS05435,218.75811632207018,0.23344002954896728,0.2215187087694919,0,1,1,WP_004045263.1,HVO_0150,urease accessory protein UreG
HVO_RS05440,318.8907653930629,0.20899242455438688,0.1800419226256183,0,1,1,WP_004045264.1,HVO_0151,urease accessory protein UreD
HVO_RS05445,264.183023934755,0.04554863948650114,0.20625501318481038,0,1,1,WP_004045265.1,HVO_0152,urease accessory protein UreE
HVO_RS05450,188.29337498468547,0.41345101531692197,0.26157369025120425,0,1,1,WP_004045266.1,HVO_0153,urease accessory protein UreF
HVO_RS05455,615.6445343303812,1.6366189410972876,0.39697280145862657,1.6036840276162785,0.10878371835629737,0.7431684951626087,WP_004045267.1,HVO_0154,hypothetical protein
HVO_RS05460,883.2252487426864,0.1771725099290784,0.359417019820298,0,1,1,WP_004045268.1,HVO_0155,hypothetical protein
HVO_RS05465,4495.162834334123,-0.15875776980569775,0.21702200362049684,-0,1,1,WP_004045269.1,HVO_0156,methyltransferase domain-containing protein
HVO_RS05470,248.0417528742638,0.2555193689735309,0.21243411753214617,0,1,1,WP_004045270.1,HVO_0157,DUF5658 family protein
HVO_RS05475,3384.9310497419997,0.25305908801720184,0.2289041274151479,0,1,1,WP_004045271.1,HVO_0158,TATA-box-binding protein
HVO_RS05480,1127.6388388345752,0.2802611220292808,0.1747327702565732,0,1,1,WP_004045272.1,HVO_0159,hypothetical protein
HVO_RS05485,1101.886759750809,-0.6567695481120606,0.17079918646203715,-0,1,1,WP_049914912.1,HVO_0160,type II CAAX endopeptidase family protein
HVO_RS05490,5954.085766399734,-0.09542032490973637,0.1021809203610365,-0,1,1,WP_004045274.1,HVO_0161,ATP phosphoribosyltransferase
HVO_RS05495,2491.62027282692,0.8316492526994753,0.27183601365725013,0,1,1,WP_013035625.1,HVO_0162,hypothetical protein
HVO_RS05500,4790.1626408021,0.1761524631590902,0.24093110589734465,0,1,1,WP_004045277.1,HVO_0163,winged helix-turn-helix transcriptional regulator
HVO_RS05505,2148.2677918467552,0.3042286498324116,0.2627803725735373,0,1,1,WP_004045278.1,HVO_0164,hypothetical protein
HVO_RS05510,4132.979341535035,0.08876167481452028,0.18142550258842108,0,1,1,WP_004045279.1,HVO_0165,amidohydrolase
HVO_RS05515,1266.2717095366454,0.008667234004246861,0.3638124209424094,0,1,1,WP_004045280.1,HVO_0166,helix-turn-helix transcriptional regulator
HVO_RS05520,16386.743521469096,0.6161692632675012,0.26827968561567767,0,1,1,WP_004045281.1,HVO_0167,adenosylhomocysteinase
HVO_RS05525,693.1110020951542,0.2681036111602795,0.4699014989423264,0,1,1,WP_004045282.1,HVO_0168,SMR family transporter
HVO_RS05530,1391.600125731733,0.6465180952068206,0.20677226289975487,0,1,1,WP_049914915.1,HVO_0169,helix-turn-helix domain-containing protein
HVO_RS05535,1554.3994106632128,-0.10148468331392005,0.27086248826130765,-0,1,1,WP_004045284.1,HVO_0170,Holliday junction resolvase Hjc
HVO_RS05540,5738.212904469438,-0.19029672974836537,0.22219806877808332,-0,1,1,WP_004045285.1,HVO_0171,SWIM zinc finger domain-containing protein
HVO_RS05545,1703.4234636767815,0.9360242072627111,0.20041872001329208,0,1,1,WP_004065604.1,HVO_0172,hypothetical protein
HVO_RS05550,5028.024695015498,0.29602779530150447,0.17028716176859163,0,1,1,WP_013035269.1,HVO_0173,DNA primase
HVO_RS05555,7609.987877242908,-0.05872895266356181,0.2687932121163917,-0,1,1,WP_004045288.1,HVO_0174,hypothetical protein
HVO_RS05560,22920.83159643345,0.7286309329514968,0.21453632620442442,0,1,1,WP_004045289.1,HVO_0175,DNA polymerase sliding clamp
HVO_RS05565,1135.8347328543314,1.1139185837088954,0.30094344295463826,0.37853818176083853,0.7050308352285137,1,WP_004045290.1,HVO_0177,ArsC family transcriptional regulator
HVO_RS05570,521.462846290371,0.21519134308642676,0.22184726117125722,0,1,1,WP_004045291.1,HVO_0176,amino acid permease
HVO_RS05575,2614.9564750415,-0.7140246060347424,0.23868714047517345,-0,1,1,WP_004045293.1,HVO_0179,Lrp/AsnC family transcriptional regulator
HVO_RS05580,7521.834020033155,-0.12735749454709558,0.12608656110977634,-0,1,1,WP_004045294.1,HVO_0180,23S rRNA (uridine(2552)-2'-O)-methyltransferase
HVO_RS05585,520.5380979617588,-0.5787062703836416,0.25362977967833145,-0,1,1,WP_004045295.1,HVO_0181,hypothetical protein
HVO_RS20805,239.018135797471,0.6002529407601142,0.2185387413615808,0,1,1,WP_004045296.1,HVO_0182,hypothetical protein
HVO_RS05590,1174.3416957563115,1.6968899690189463,0.184461438267479,3.777971025079065,1.5811126904655612e-4,0.0029653321024957885,WP_004045297.1,HVO_0183,queuosine precursor transporter
HVO_RS05595,368.2126699017625,1.8128348462282562,0.20812244193784937,3.9055607778760795,9.4007126294991e-5,0.0018973214931415443,WP_004045298.1,HVO_0184,ribbon-helix-helix domain-containing protein
HVO_RS05600,12151.059130941083,1.1189179451963542,0.17321900015063263,0.6865179056162559,0.49238657704738986,1,WP_004045299.1,HVO_0185,Sec-independent protein translocase protein TatCt
HVO_RS05605,8744.498016361164,0.8918124725799198,0.24936472439256882,0,1,1,WP_004045300.1,HVO_0186,Sec-independent protein translocase protein TatCo
HVO_RS05610,877.1575651499694,0.8936124894330085,0.2657649485306421,0,1,1,WP_004045301.1,HVO_0187,hypothetical protein
HVO_RS05615,870.2194125382623,0.22828020617837785,0.3564843836172435,0,1,1,WP_004045302.1,HVO_0188,SRPBCC domain-containing protein
HVO_RS05620,3038.4511420716694,-0.21589798559218423,0.2069309672598138,-0,1,1,WP_004045303.1,HVO_0189,histidine phosphatase family protein
HVO_RS05625,5570.1782764494,-0.2777631711659342,0.16030232337768305,-0,1,1,WP_004045304.1,HVO_0190,ATP-dependent sacrificial sulfur transferase LarE
HVO_RS05630,7260.182187536504,-0.4400039159273011,0.1669750833242472,-0,1,1,WP_004045305.1,HVO_0191,DNA mismatch repair protein MutS
HVO_RS05635,1522.8778490246698,0.46280964106806455,0.2881669700895189,0,1,1,WP_004045306.1,HVO_0193,hypothetical protein
