locus_tag,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,acc,old_locus_tag,annotation
HVO_RS04840,2691.9608013867614,-0.3573880719103253,0.15924205963947768,-0,1,1,WP_004045016.1,HVO_0028,hypothetical protein
HVO_RS04845,7144.013009048419,-0.1412956207489768,0.101232381704752,-0,1,1,WP_004045019.1,HVO_0029,excinuclease ABC subunit UvrB
HVO_RS04850,1058.6213041481278,-0.16867707373598162,0.1664019590339681,-0,1,1,WP_004045021.1,HVO_0030,NUDIX hydrolase
HVO_RS04855,715.5758216931433,0.12966146078567506,0.3367885164672056,0,1,1,WP_004045023.1,HVO_0032,sulfite exporter TauE/SafE family protein
HVO_RS04860,610.5459799372229,0.3490128179798426,0.22704459762894227,0,1,1,WP_004045027.1,HVO_0033,universal stress protein
HVO_RS04865,4272.170488533714,2.671390735063559,0.1947421578357691,8.582583009443104,9.276614432643757e-18,2.3052386865119736e-15,WP_004045032.1,HVO_0034,acyl-CoA thioesterase
HVO_RS04870,8948.844961865798,-0.43816866262695314,0.315186800283782,-0,1,1,WP_004045034.1,HVO_0035,SPFH domain-containing protein
HVO_RS04875,787.0405614668618,-0.1619569301461981,0.23586523015750196,-0,1,1,WP_004045037.1,HVO_0036,hypothetical protein
HVO_RS04880,4922.589506460657,-0.2700933007817874,0.16033076027758345,-0,1,1,WP_004045040.1,HVO_0037,2'-5' RNA ligase family protein
HVO_RS04885,2030.183923183179,-0.28106727679662574,0.12003140934488285,-0,1,1,WP_004045041.1,HVO_0038,cytochrome P450
HVO_RS04890,12022.1555850111,-0.2132448936988321,0.0885337961344504,-0,1,1,WP_004045042.1,HVO_0039,ATP-dependent DNA helicase
HVO_RS04895,911.8149030220513,0.02303776913796742,0.4104815069827149,0,1,1,WP_004045043.1,HVO_0040,hypothetical protein
HVO_RS04900,15323.480290136515,3.508052053537545,0.27975394599259507,8.965207066655394,3.09698415179384e-19,8.795434991094505e-17,WP_004045044.1,HVO_0041,ornithine carbamoyltransferase
HVO_RS04905,21024.58958166075,3.5639004944111687,0.26576579943427886,9.647217587322386,5.050752395351521e-22,1.5447531941475113e-19,WP_004045045.1,HVO_0042,[LysW]-lysine hydrolase
HVO_RS04910,26071.532960112214,3.558113335584798,0.25958100701895476,9.854778533153633,6.536062779719188e-23,2.598738561216349e-20,WP_004045048.1,HVO_0043,acetylornithine/succinylornithine family transaminase
HVO_RS04915,23761.665115554013,3.550424059759231,0.24943590526306558,10.2247671884665,1.5359657789909756e-24,6.785555485853466e-22,WP_004045050.1,HVO_0044,acetylglutamate/acetylaminoadipate kinase
HVO_RS04920,48225.36874249094,3.5115604960587206,0.23052996959350633,10.894724449438645,1.2213570796796563e-27,6.937308212580448e-25,WP_004045051.1,HVO_0045,N-acetyl-gamma-glutamyl-phosphate reductase
HVO_RS04925,53935.3174334033,3.478800714043509,0.19295812949039948,12.846313967646749,9.020714675926002e-38,8.966590387870446e-35,WP_004045055.1,HVO_0046,lysine biosynthesis protein LysX
HVO_RS04930,10042.131217830281,3.036203015724146,0.23627586732292638,8.617905158046451,6.819012440596562e-18,1.8074928975874618e-15,WP_004045057.1,HVO_0047,lysine biosynthesis protein LysW
HVO_RS04935,42992.78333743891,0.7587751049982008,0.08816226295523802,0,1,1,WP_004045061.1,HVO_0048,argininosuccinate lyase
HVO_RS04940,46677.98634422628,0.7384901014000037,0.07132108866527385,0,1,1,WP_004045062.1,HVO_0049,argininosuccinate synthase
HVO_RS04945,1640.912926495672,-0.15749998742305066,0.13063872762869566,-0,1,1,WP_004045066.1,HVO_0051,cation:proton antiporter
HVO_RS04950,1121.5528207772916,-0.11647532341919642,0.1124656019518697,-0,1,1,WP_004045067.1,HVO_0052,TrkA C-terminal domain-containing protein
HVO_RS04955,2566.6535178806694,-0.05966775959242906,0.25348524462350863,-0,1,1,WP_004045069.1,HVO_0053,hypothetical protein
HVO_RS04960,17147.014620858026,0.010317795094421931,0.21673098278931593,0,1,1,WP_004045074.1,HVO_0054,glycine--tRNA ligase
HVO_RS04965,9024.152223336168,0.034485427364575924,0.23270567289083208,0,1,1,WP_004045076.1,HVO_0055,CBS domain-containing protein
HVO_RS04970,3174.731669257116,-0.1588166127985227,0.19099250984552155,-0,1,1,WP_004045079.1,HVO_0056,hypothetical protein
HVO_RS04975,2489.1607077767267,-0.3293334749934731,0.40703857906506924,-0,1,1,WP_004045081.1,HVO_0057,hypothetical protein
HVO_RS04980,11571.27360194028,-0.28575065119449705,0.4116250450230819,-0,1,1,WP_004045083.1,HVO_0058,ATP-binding cassette domain-containing protein
HVO_RS04985,9717.351510427223,-0.24749447199427252,0.3996532212080737,-0,1,1,WP_004045086.1,HVO_0059,ABC transporter ATP-binding protein
HVO_RS04990,14571.525346666105,-0.25083544657781454,0.40539204246749083,-0,1,1,WP_004045088.1,HVO_0060,ABC transporter permease
HVO_RS04995,10819.188934876365,-0.25931107975759593,0.4158548734648887,-0,1,1,WP_004045089.1,HVO_0061,ABC transporter permease
HVO_RS05000,121294.26719025745,-0.20653937964928934,0.3355903115973944,-0,1,1,WP_004045090.1,HVO_0062,ABC transporter substrate-binding protein
HVO_RS20790,904.386198437937,-0.39312900418424546,0.18925363990209773,-0,1,1,WP_004045091.1,HVO_0063,hypothetical protein
HVO_RS05005,2791.9787336771296,-0.2636858355951846,0.07438382434029564,-0,1,1,WP_004045093.1,HVO_0064,DNA-binding protein
HVO_RS05010,14678.161401948328,-0.12029408730211602,0.10172714140295933,-0,1,1,WP_004045095.1,HVO_0065,DNA polymerase II large subunit
HVO_RS05015,272.66400203912514,-0.6107835612002466,0.12834687167730094,-0,1,1,WP_004045104.1,HVO_0066,PQQ-like beta-propeller repeat protein
HVO_RS05020,1664.527517077191,-0.4012872287852198,0.21748759912780816,-0,1,1,WP_004065787.1,HVO_0067,hypothetical protein
HVO_RS05025,881.3446211689351,-0.029757336136396563,0.13220062628299892,-0,1,1,WP_004045108.1,HVO_0068,ketopantoate reductase family protein
HVO_RS05030,10270.732563000764,3.3463537629907313e-4,0.16135028143044047,0,1,1,WP_004045110.1,HVO_0069,sulfatase
HVO_RS05035,18576.136165766784,-0.21242091236636076,0.11067523670721385,-0,1,1,WP_004045112.1,HVO_0070,NifU family protein
HVO_RS05040,1504.9299945412927,0.0031702721042037745,0.15627721852614274,0,1,1,WP_004045114.1,HVO_0071,DUF5783 family protein
HVO_RS05045,356.8254059015118,-0.5943293817389297,0.4119939148158379,-0,1,1,WP_004045116.1,HVO_0072,hypothetical protein
HVO_RS05050,557.9563759019713,-0.4866148884125708,0.21502875712068611,-0,1,1,WP_004045118.1,HVO_0074,polyphosphate kinase 2
HVO_RS05055,2386.9468990809846,-0.008804444865496084,0.1493659492057801,-0,1,1,WP_004045120.1,HVO_0073,DHH family phosphoesterase
HVO_RS05060,2403.3226356818072,0.24381528009361467,0.19450092078864542,0,1,1,WP_004045122.1,HVO_0075,MFS transporter
HVO_RS05065,2994.151934681988,0.18067604822467315,0.1456175421374636,0,1,1,WP_004045125.1,HVO_0076,uroporphyrinogen-III synthase
HVO_RS05070,4879.149938605765,0.17216816042431862,0.14429243610871337,0,1,1,WP_004045127.1,HVO_0077,uroporphyrinogen-III C-methyltransferase
HVO_RS05075,6147.544762965494,0.1496655336831245,0.1476591549158453,0,1,1,WP_004045129.1,HVO_0078,hydroxymethylbilane synthase
HVO_RS05080,502.36091836928495,-0.19904900505361472,0.10060834595899314,-0,1,1,WP_004045132.1,HVO_0079,hypothetical protein
HVO_RS05085,496.68714764111803,-0.5032732282341,0.08966240181672148,-0,1,1,WP_223173859.1,HVO_0080,hypothetical protein
HVO_RS05090,6567.453298271718,-0.10883959637431659,0.07142741493777184,-0,1,1,WP_004045135.1,HVO_0081,"glutamate-1-semialdehyde 2,1-aminomutase"
HVO_RS05095,1780.7691789847263,-0.18897200719864898,0.10909572029613743,-0,1,1,WP_004045137.1,HVO_0082,CPBP family intramembrane metalloprotease
HVO_RS21255,2509.2031733583385,-0.26758402927273306,0.18861700342702875,-0,1,1,WP_004045139.1,HVO_0083,P-II family nitrogen regulator
HVO_RS05105,2158.2050392857363,-0.21773704138509567,0.32732124239852434,-0,1,1,WP_013035275.1,HVO_0084,ammonium transporter
HVO_RS05110,772.440916270573,-0.2866433723232417,0.1901243450176853,-0,1,1,WP_004045143.1,HVO_0085,P-II family nitrogen regulator
HVO_RS05115,2668.859602980508,-0.3363074047933883,0.2195665320704078,-0,1,1,WP_004045146.1,HVO_0086,ammonium transporter
HVO_RS05120,4351.655571726403,-0.17950644656465675,0.09189685481194136,-0,1,1,WP_004045148.1,HVO_0087,porphobilinogen synthase
HVO_RS20795,3244.4782039886813,-0.3856854275715046,0.18147375152253467,-0,1,1,WP_004045157.1,HVO_0090,hypothetical protein
HVO_RS05130,2350.8883539117073,0.012167146513051454,0.16305008015665198,0,1,1,WP_004045159.1,HVO_0091,PHP domain-containing protein
HVO_RS05135,1831.9815014650192,-1.1868853628328107,0.7487732673417509,-0.24958872195889104,0.8029054211882136,1,WP_004045161.1,HVO_0092,hypothetical protein
HVO_RS05140,4986.615031822449,-0.3016478305230587,0.0965927486181215,-0,1,1,WP_004045168.1,HVO_0093,DUF5784 family protein
HVO_RS20800,486.5950995531797,-0.3349101601261058,0.6092688741570318,-0,1,1,WP_004045169.1,HVO_0094,DUF5786 family protein
HVO_RS05145,711.420718067253,-0.49981897670371844,0.13572348126764955,-0,1,1,WP_004045170.1,HVO_0095,hypothetical protein
HVO_RS05150,618.6061276733657,-0.3494473039155422,0.26388918408199546,-0,1,1,WP_004045172.1,HVO_0096,NAD(P)H-binding protein
HVO_RS05155,2938.9530464135255,-0.362638698531951,0.23814549099382645,-0,1,1,WP_004045175.1,HVO_0097,hypothetical protein
HVO_RS05160,1139.238482224618,-0.0588284331939932,0.17285468728854583,-0,1,1,WP_004045177.1,HVO_0098,hypothetical protein
HVO_RS05165,15113.262071666117,-0.13659644083713335,0.08395936245068814,-0,1,1,WP_004045179.1,HVO_0099,ATP-dependent DNA helicase
HVO_RS05170,7331.9327465776205,-0.17733100754741643,0.27588093202275293,-0,1,1,WP_004045182.1,HVO_0099A,UPF0175 family protein
HVO_RS05175,4066.562525102509,0.0682325525302657,0.17923333153066914,0,1,1,WP_004045183.1,HVO_0100,60S ribosomal export protein NMD3
HVO_RS05180,392.80386124249793,-0.6841332746024373,0.2453605418897815,-0,1,1,WP_004045184.1,HVO_0101,phosphoribosyltransferase family protein
HVO_RS05185,4391.5181409701345,-0.18457760481900015,0.08039298040245203,-0,1,1,WP_004045186.1,HVO_0102,zinc metalloprotease HtpX
HVO_RS05190,2787.8032364145874,-0.107117421545959,0.13115904072412854,-0,1,1,WP_004045188.1,HVO_0103,hypothetical protein
HVO_RS05195,14899.473563883386,-0.36153238562697715,0.2526904843313439,-0,1,1,WP_004045193.1,HVO_0104,DNA repair and recombination protein RadA
HVO_RS05200,1335.8744480136243,-0.5918101527918097,0.1101830022781662,-0,1,1,WP_004045195.1,HVO_0105,FAD/NAD(P)-binding oxidoreductase
HVO_RS05205,377.0668896856545,-0.5045346159772015,0.1631976388485222,-0,1,1,WP_004045197.1,HVO_0106,DUF1641 domain-containing protein
HVO_RS05210,8589.578433406114,-0.32748427930990137,0.11690162570524135,-0,1,1,WP_004045199.1,HVO_0107,SUF system NifU family Fe-S cluster assembly protein
HVO_RS05215,779.48694857627,-0.3337413731072977,0.16398823814903832,-0,1,1,WP_004045201.1,HVO_0108,mechanosensitive ion channel
HVO_RS05220,12590.904940584387,-0.18064983162952555,0.07177216703733069,-0,1,1,WP_004045203.1,HVO_0109,bifunctional cysteine desulfurase/selenocysteine lyase SufS
HVO_RS05225,1977.6601199522793,-0.19574572994535105,0.13472868112779812,-0,1,1,WP_004045206.1,HVO_0110,PAS domain-containing sensor histidine kinase
HVO_RS05230,3370.5562245273604,7.52665051973238e-4,0.12332116959807461,0,1,1,WP_004045208.1,HVO_0111,DUF424 family protein
HVO_RS05235,6616.88388443977,0.0188016982818708,0.1349466665565642,0,1,1,WP_004045209.1,HVO_0112,tetratricopeptide repeat protein
HVO_RS05240,532.5392190850131,0.16267113030988833,0.3035681460135051,0,1,1,WP_004045211.1,HVO_0113,histidine phosphatase family protein
HVO_RS05245,1088.3742810818155,-0.16857835559287077,0.08864554390439773,-0,1,1,WP_004045212.1,HVO_0114,"RNA 2',3'-cyclic phosphodiesterase"
HVO_RS05250,5711.102332523255,0.10840757598922833,0.29381143061408443,0,1,1,WP_004045214.1,HVO_0115,50S ribosomal protein L39e
HVO_RS05255,16513.711568558498,0.017856186614933933,0.26160787916131734,0,1,1,WP_004045216.1,HVO_0116,50S ribosomal protein L31e
HVO_RS05260,39820.444293200504,0.09910239614073828,0.28939867971423444,0,1,1,WP_004045218.1,HVO_0117,translation initiation factor IF-6
HVO_RS05265,1646.1403660479425,0.08337176982392684,0.1605633050679718,0,1,1,WP_004045220.1,HVO_0118,50S ribosomal protein L18Ae
HVO_RS05270,8663.149073984325,-0.0354257308398915,0.10732724287287708,-0,1,1,WP_004045222.1,HVO_0119,prefoldin subunit alpha
HVO_RS05275,19208.022725238305,0.021130616970801562,0.12031961830830395,0,1,1,WP_004045232.1,HVO_0120,signal recognition particle-docking protein FtsY
HVO_RS05280,1127.6266412942578,-0.1016712888706511,0.11905240632484175,-0,1,1,WP_004045233.1,HVO_0121,LysE family translocator
HVO_RS05285,801.6814606145911,-0.3172476353395889,0.15150351296008574,-0,1,1,WP_004045234.1,HVO_0122,D-2-hydroxyacid dehydrogenase
HVO_RS05290,12498.049852873753,-0.25756295391442935,0.0851642336920319,-0,1,1,WP_004045235.1,HVO_0123,signal recognition particle protein Srp54
HVO_RS05295,1979.3589957507145,-0.13073712554868044,0.1860840603755579,-0,1,1,WP_004045236.1,HVO_0124,magnesium transporter
HVO_RS05300,492.1381441874586,0.08297387593721949,0.13470491735755608,0,1,1,WP_004045237.1,HVO_0125,magnesium transporter
HVO_RS05305,6618.601467633681,0.08390017692263663,0.15137269379155513,0,1,1,WP_004045238.1,HVO_0126,hypothetical protein
HVO_RS05310,2982.967949834344,-0.021398636972752825,0.07961811450831632,-0,1,1,WP_004045239.1,HVO_0127,RNA-binding domain-containing protein
HVO_RS05315,3250.450962558489,0.021793520826075025,0.08319708491758931,0,1,1,WP_004045240.1,HVO_0128,AAA family ATPase
HVO_RS05320,678.0343037371521,-0.3319321576980447,0.1373186725766065,-0,1,1,WP_004045241.1,HVO_0129,YccF domain-containing protein
HVO_RS05325,228.5574310614105,0.34823569931139825,0.29604588116902436,0,1,1,NA,HVO_3016,tRNA-Arg
HVO_RS05330,950.2517421336348,-0.5294441721883857,0.11725002683613282,-0,1,1,WP_004045242.1,HVO_0131,hypothetical protein
HVO_RS05335,1331.3856983168203,-0.533745574377468,0.10141217370760658,-0,1,1,WP_049914910.1,HVO_0131A,hypothetical protein
HVO_RS05340,788.4370262331099,-0.3946745548971996,0.1691116887661505,-0,1,1,WP_004045244.1,HVO_0132,hypothetical protein
HVO_RS05345,88253.23914602863,-0.1448286063680222,0.174552153644198,-0,1,1,WP_004045245.1,HVO_0133,thermosome subunit alpha
HVO_RS05350,11107.74284225507,-0.07609198962332323,0.09692123204007538,-0,1,1,WP_004045246.1,HVO_0134,KH domain-containing protein
HVO_RS05355,3684.6880951818675,-0.21849830833146483,0.12299035356397732,-0,1,1,WP_004045247.1,HVO_0135,serine/threonine-protein kinase Rio1
HVO_RS05360,5452.908929092515,0.2498100891570807,0.13826604169012177,0,1,1,WP_004045248.1,HVO_0136,translation initiation factor eIF-1A
HVO_RS05365,298.1948047648078,0.19763848310941098,0.2210982558738008,0,1,1,WP_004045249.1,HVO_0136A,hypothetical protein
HVO_RS05370,1500.7020294257804,0.0038770446559742476,0.28399758201853126,0,1,1,WP_004045250.1,HVO_0137,alpha/beta hydrolase
HVO_RS05375,12450.032244600761,-0.03420104223059909,0.09725694099501492,-0,1,1,WP_004045251.1,HVO_0138,tyrosine--tRNA ligase
HVO_RS05380,1495.6956577688356,0.02494354853338351,0.18178574338607742,0,1,1,WP_081442881.1,HVO_0139,ATPase
HVO_RS05385,11595.31008353676,-0.2519308450586179,0.17398943717088158,-0,1,1,WP_004045253.1,HVO_0140,DUF460 domain-containing protein
HVO_RS05390,86.08363901940386,-0.3930621226595772,0.20397797259320596,-0,1,1,WP_049914913.1,HVO_0141,prohibitin family protein
HVO_RS05395,186.8695793115192,-0.18185372488597132,0.18554464178963592,-0,1,1,WP_004045255.1,HVO_0142,hypothetical protein
HVO_RS05400,3228.6005189472103,-0.15163612528430004,0.07579926401333272,-0,1,1,WP_004045256.1,HVO_0143,PhzF family phenazine biosynthesis protein
HVO_RS05405,1159.8532537487208,0.3199550247352799,0.27011495705691485,0,1,1,WP_004045257.1,HVO_0144,ribonuclease Z
HVO_RS05410,6222.190218289801,0.07007907233081326,0.27366381832132286,0,1,1,WP_004045258.1,HVO_0145,AAA family ATPase
HVO_RS05415,3080.4170845214758,0.08137377836510108,0.2657772709857732,0,1,1,WP_004045259.1,HVO_0146,protein sorting system archaetidylserine decarboxylase
HVO_RS05420,265.13165604046054,0.12230811479023614,0.25425510849609395,0,1,1,WP_004045260.1,HVO_0147,urease subunit beta
HVO_RS05425,751.3578141102194,0.04784175869908462,0.17786203986634425,0,1,1,WP_004045261.1,HVO_0148,urease subunit alpha
HVO_RS05430,131.07499937724222,0.07830113793784661,0.11959106128240556,0,1,1,WP_004045262.1,HVO_0149,urease subunit gamma
HVO_RS05435,218.75811632207018,0.09147569496068893,0.10764172183462206,0,1,1,WP_004045263.1,HVO_0150,urease accessory protein UreG
HVO_RS05440,318.8907653930629,0.11985684826269634,0.08153103225767784,0,1,1,WP_004045264.1,HVO_0151,urease accessory protein UreD
HVO_RS05445,264.183023934755,0.19700084336171916,0.09422311964285826,0,1,1,WP_004045265.1,HVO_0152,urease accessory protein UreE
HVO_RS05450,188.29337498468547,0.1868826992401788,0.12553427925593855,0,1,1,WP_004045266.1,HVO_0153,urease accessory protein UreF
HVO_RS05455,615.6445343303812,-1.0053229204325147,0.24154880535549222,-0.022036624957349097,0.982418740133431,1,WP_004045267.1,HVO_0154,hypothetical protein
HVO_RS05460,883.2252487426864,-0.23995041121208824,0.19817411355854117,-0,1,1,WP_004045268.1,HVO_0155,hypothetical protein
HVO_RS05465,4495.162834334123,0.13244260263532703,0.19343335240641693,0,1,1,WP_004045269.1,HVO_0156,methyltransferase domain-containing protein
HVO_RS05470,248.0417528742638,0.054242507765880146,0.11959663638448524,0,1,1,WP_004045270.1,HVO_0157,DUF5658 family protein
HVO_RS05475,3384.9310497419997,0.37001116776360404,0.11085526104115169,0,1,1,WP_004045271.1,HVO_0158,TATA-box-binding protein
HVO_RS05480,1127.6388388345752,0.27744955759249873,0.1322478909336,0,1,1,WP_004045272.1,HVO_0159,hypothetical protein
HVO_RS05485,1101.886759750809,-0.045728276951086555,0.1503943015576522,-0,1,1,WP_049914912.1,HVO_0160,type II CAAX endopeptidase family protein
HVO_RS05490,5954.085766399734,-0.04146502879463848,0.053906953630372345,-0,1,1,WP_004045274.1,HVO_0161,ATP phosphoribosyltransferase
HVO_RS05495,2491.62027282692,-0.3504798178080492,0.1393120436488485,-0,1,1,WP_013035625.1,HVO_0162,hypothetical protein
HVO_RS05500,4790.1626408021,-0.11908426940464288,0.1114191549133878,-0,1,1,WP_004045277.1,HVO_0163,winged helix-turn-helix transcriptional regulator
HVO_RS05505,2148.2677918467552,-0.13842910351086044,0.12592271708498937,-0,1,1,WP_004045278.1,HVO_0164,hypothetical protein
HVO_RS05510,4132.979341535035,0.1850599503023007,0.10872341964321104,0,1,1,WP_004045279.1,HVO_0165,amidohydrolase
HVO_RS05515,1266.2717095366454,-0.7104376378972123,0.3349702290978729,-0,1,1,WP_004045280.1,HVO_0166,helix-turn-helix transcriptional regulator
HVO_RS05520,16386.743521469096,0.07562319250676522,0.15041459872693397,0,1,1,WP_004045281.1,HVO_0167,adenosylhomocysteinase
HVO_RS05525,693.1110020951542,0.013627235425462209,0.24083279281634493,0,1,1,WP_004045282.1,HVO_0168,SMR family transporter
HVO_RS05530,1391.600125731733,0.07014211709529958,0.30001739331295446,0,1,1,WP_049914915.1,HVO_0169,helix-turn-helix domain-containing protein
HVO_RS05535,1554.3994106632128,0.36147753607687344,0.1339507898186244,0,1,1,WP_004045284.1,HVO_0170,Holliday junction resolvase Hjc
HVO_RS05540,5738.212904469438,-0.1511361546679384,0.1753108942049554,-0,1,1,WP_004045285.1,HVO_0171,SWIM zinc finger domain-containing protein
HVO_RS05545,1703.4234636767815,0.09123381843644258,0.23919484933825164,0,1,1,WP_004065604.1,HVO_0172,hypothetical protein
HVO_RS05550,5028.024695015498,0.19620445600365993,0.19947610349022038,0,1,1,WP_013035269.1,HVO_0173,DNA primase
HVO_RS05555,7609.987877242908,0.16385925279574517,0.19568027254855552,0,1,1,WP_004045288.1,HVO_0174,hypothetical protein
HVO_RS05560,22920.83159643345,0.19718422938198332,0.1693272884977683,0,1,1,WP_004045289.1,HVO_0175,DNA polymerase sliding clamp
HVO_RS05565,1135.8347328543314,-0.04928858806356007,0.25666098457901,-0,1,1,WP_004045290.1,HVO_0177,ArsC family transcriptional regulator
HVO_RS05570,521.462846290371,0.05584951125176338,0.14428383551029209,0,1,1,WP_004045291.1,HVO_0176,amino acid permease
HVO_RS05575,2614.9564750415,-0.07778524575163212,0.15680985421559512,-0,1,1,WP_004045293.1,HVO_0179,Lrp/AsnC family transcriptional regulator
HVO_RS05580,7521.834020033155,0.1488009834692738,0.1277419441067147,0,1,1,WP_004045294.1,HVO_0180,23S rRNA (uridine(2552)-2'-O)-methyltransferase
HVO_RS05585,520.5380979617588,-0.05202364350936049,0.19476804731811745,-0,1,1,WP_004045295.1,HVO_0181,hypothetical protein
HVO_RS20805,239.018135797471,0.035982905816646524,0.17650399243910184,0,1,1,WP_004045296.1,HVO_0182,hypothetical protein
HVO_RS05590,1174.3416957563115,0.2658069274018258,0.27199036175068,0,1,1,WP_004045297.1,HVO_0183,queuosine precursor transporter
HVO_RS05595,368.2126699017625,0.3378594691839402,0.31822294620566766,0,1,1,WP_004045298.1,HVO_0184,ribbon-helix-helix domain-containing protein
HVO_RS05600,12151.059130941083,0.33532192876428135,0.20568804504715463,0,1,1,WP_004045299.1,HVO_0185,Sec-independent protein translocase protein TatCt
HVO_RS05605,8744.498016361164,0.17563507699756561,0.2913353967844923,0,1,1,WP_004045300.1,HVO_0186,Sec-independent protein translocase protein TatCo
HVO_RS05610,877.1575651499694,-0.6126971073935402,0.234970802738128,-0,1,1,WP_004045301.1,HVO_0187,hypothetical protein
HVO_RS05615,870.2194125382623,-0.32298716215279183,0.1677285417159109,-0,1,1,WP_004045302.1,HVO_0188,SRPBCC domain-containing protein
HVO_RS05620,3038.4511420716694,-0.004889315294944693,0.1113780676211915,-0,1,1,WP_004045303.1,HVO_0189,histidine phosphatase family protein
HVO_RS05625,5570.1782764494,0.014291451910323959,0.10972101840996598,0,1,1,WP_004045304.1,HVO_0190,ATP-dependent sacrificial sulfur transferase LarE
HVO_RS05630,7260.182187536504,-0.07386214280861166,0.10335203157240479,-0,1,1,WP_004045305.1,HVO_0191,DNA mismatch repair protein MutS
HVO_RS05635,1522.8778490246698,-0.28556085183249535,0.17482416016953353,-0,1,1,WP_004045306.1,HVO_0193,hypothetical protein
HVO_RS05640,2165.630955612608,0.8930028507063703,0.1613846664851202,0,1,1,WP_004045307.1,HVO_0192,hypothetical protein
HVO_RS05645,20124.386965133664,-0.2144200085722775,0.1833700845979582,-0,1,1,WP_004045308.1,HVO_0194,ORC1-type DNA replication protein
HVO_RS05650,3757.5528206916147,-0.10249013869464477,0.10407640140957178,-0,1,1,WP_004045309.1,HVO_0195,ribose-5-phosphate isomerase RpiA
HVO_RS05655,24093.898590314016,0.5593767995833206,0.33595684105483953,0,1,1,WP_004045310.1,HVO_0196,DUF1931 family protein
